This is a job step 14


----------------------------------------------------
STRUCTURE by Pritchard, Stephens and Donnelly (2000)
     and Falush, Stephens and Pritchard (2003)
       Code by Pritchard, Falush and Hubisz
             Version 2.3.4 (Jul 2012)
----------------------------------------------------


Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/mainparamsfiles/mainparamsbigfile".
datafile is
/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str
Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/extraparams_bigfile".
Note: RANDOMIZE is set to 1. The random number generator will be initialized using the system clock, ignoring any specified value of SEED.
Reading file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str".


Data file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str" (truncated) --

Ind:   Label Pop : Genotype_data . . . .
  1: QC-ANG-01    1  :110 167 287 296 254 146 173  . . . . 291
  1: QC-ANG-01    1  :110 179 295 312 358 210 175  . . . . 315
  2: QC-ANG-11    1  :130 171 291 312 322 210 193  . . . . 283
  2: QC-ANG-11    1  :130 175 303 336 338 242 199  . . . . 303
  3: QC-ANG-12    1  :106 175 279 312 278 198 171  . . . . 315
  3: QC-ANG-12    1  :130 191 307 372 342 210 201  . . . . 319
  4: QC-ANG-13    1  :128 159 291 320 314 214 159  . . . . 287
  4: QC-ANG-13    1  :128 167 295 344 326 254 201  . . . . 315

      *******   

9141: US-NA11574  153  :122 203 283 312 254 198 173  . . . . 303
9141: US-NA11574  153  :128 203 303 340 290 206 173  . . . . 307
9142: US-NA11575  153  :122 167 283 300 254 214 173  . . . . 295
9142: US-NA11575  153  :128 167 303 336 290 298 173  . . . . 339

Number of alleles per locus: min=15; ave=39.8; max=91


--------------------------------------

Finished initialization; starting MCMC 
1000000 iterations + 100000 burnin


--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 14 clusters

Given    Inferred Clusters                                                                                    Number of
 Pop       1      2      3      4      5      6      7      8      9     10     11     12     13     14      Individuals
7793 NS-MOS00X13    (0)   130 :  0.039 0.044 0.040 0.023 0.078 0.023 0.010 0.060 0.425 0.014 0.016 0.008 0.202 0.018 
7794 NS-MOS00X14    (0)   130 :  0.016 0.014 0.008 0.027 0.850 0.011 0.005 0.011 0.011 0.009 0.004 0.009 0.015 0.009 
7795 NS-MOS00X15    (0)   130 :  0.025 0.050 0.047 0.026 0.702 0.022 0.005 0.016 0.013 0.021 0.043 0.009 0.011 0.010 
7796 NS-MOS00X16    (0)   130 :  0.030 0.021 0.078 0.036 0.317 0.021 0.014 0.028 0.059 0.032 0.032 0.025 0.260 0.047 
7797 NS-MOS00X17    (0)   130 :  0.012 0.012 0.021 0.016 0.853 0.011 0.006 0.012 0.010 0.007 0.012 0.006 0.011 0.011 
7798 NS-MOS00X18    (0)   130 :  0.025 0.014 0.023 0.013 0.815 0.008 0.008 0.014 0.011 0.009 0.008 0.009 0.028 0.015 
7799 NS-MOS00X19    (0)   130 :  0.007 0.014 0.014 0.019 0.876 0.010 0.005 0.007 0.014 0.008 0.004 0.005 0.008 0.009 
7800 NS-MOS00X20    (0)   130 :  0.017 0.074 0.313 0.036 0.101 0.034 0.007 0.011 0.189 0.061 0.017 0.028 0.100 0.013 
7801 NS-MOS00X21    (0)   130 :  0.012 0.011 0.036 0.015 0.796 0.010 0.007 0.016 0.016 0.010 0.022 0.010 0.028 0.011 
7802 NS-MOS00X22    (0)   130 :  0.010 0.010 0.016 0.224 0.520 0.024 0.007 0.032 0.017 0.026 0.082 0.015 0.008 0.008 
7803 NS-MOS00X23    (0)   130 :  0.015 0.062 0.012 0.019 0.673 0.057 0.010 0.025 0.012 0.020 0.005 0.060 0.014 0.014 
7804 NS-MOS00X24    (0)   130 :  0.007 0.036 0.085 0.014 0.788 0.009 0.004 0.006 0.007 0.012 0.006 0.009 0.011 0.008 
7805 NS-MOS00X25    (0)   130 :  0.006 0.022 0.039 0.010 0.848 0.010 0.006 0.008 0.009 0.010 0.006 0.006 0.009 0.010 
7806 NS-MOS00X26    (0)   130 :  0.012 0.015 0.028 0.021 0.760 0.009 0.006 0.027 0.040 0.010 0.009 0.025 0.021 0.017 
7807 NS-MOS00X27    (0)   130 :  0.010 0.021 0.065 0.018 0.662 0.026 0.006 0.012 0.048 0.018 0.022 0.008 0.071 0.012 
7808 NS-MOS00X28    (0)   130 :  0.006 0.060 0.311 0.018 0.431 0.074 0.007 0.009 0.031 0.007 0.004 0.007 0.027 0.006 
7809 NS-MOS00X29    (0)   130 :  0.008 0.017 0.194 0.029 0.484 0.011 0.009 0.007 0.116 0.008 0.004 0.008 0.095 0.010 
7810 NS-MOS00X30    (0)   130 :  0.014 0.026 0.547 0.019 0.216 0.030 0.031 0.017 0.023 0.011 0.007 0.011 0.019 0.027 
7811 NS-MOS00X31    (0)   130 :  0.197 0.015 0.032 0.104 0.150 0.017 0.006 0.067 0.102 0.076 0.130 0.022 0.056 0.026 
7812 NS-MOS00X32    (0)   130 :  0.006 0.055 0.041 0.030 0.624 0.014 0.031 0.012 0.087 0.055 0.009 0.010 0.016 0.009 
7813 NS-MOS00X33    (0)   130 :  0.511 0.047 0.021 0.029 0.040 0.020 0.019 0.036 0.058 0.019 0.041 0.011 0.130 0.015 
7814 NS-MOS00X34    (0)   130 :  0.008 0.010 0.016 0.013 0.814 0.010 0.006 0.009 0.036 0.007 0.017 0.010 0.031 0.011 
7815 NS-MOS00X35    (0)   130 :  0.005 0.028 0.069 0.007 0.830 0.008 0.005 0.006 0.006 0.006 0.004 0.005 0.016 0.005 
7816 NS-MOS00X36    (0)   130 :  0.017 0.009 0.056 0.025 0.678 0.032 0.013 0.014 0.013 0.018 0.010 0.014 0.069 0.030 
7817 NS-MOS00X37    (0)   130 :  0.028 0.028 0.215 0.013 0.360 0.136 0.004 0.020 0.054 0.012 0.066 0.011 0.039 0.012 
7818 NS-MOS00X38    (0)   130 :  0.009 0.034 0.031 0.492 0.240 0.017 0.005 0.014 0.039 0.008 0.040 0.019 0.038 0.015 
7819 NS-MOS00X39    (0)   130 :  0.017 0.012 0.112 0.033 0.629 0.039 0.038 0.009 0.013 0.032 0.028 0.008 0.015 0.017 
7820 NS-MOS00X40    (0)   130 :  0.084 0.056 0.051 0.032 0.156 0.069 0.016 0.381 0.016 0.029 0.026 0.055 0.013 0.016 
7821 NS-MOS00X41    (0)   130 :  0.022 0.015 0.056 0.206 0.524 0.018 0.009 0.012 0.057 0.017 0.006 0.013 0.030 0.014 
7822 NS-MOS00X42    (0)   130 :  0.014 0.024 0.027 0.038 0.726 0.070 0.007 0.016 0.014 0.010 0.021 0.010 0.009 0.014 
7823 NS-MOS00X43    (0)   130 :  0.034 0.011 0.028 0.019 0.733 0.025 0.035 0.014 0.008 0.008 0.004 0.020 0.040 0.021 
7824 NS-MOS00X44    (0)   130 :  0.009 0.015 0.092 0.070 0.689 0.019 0.008 0.013 0.019 0.008 0.007 0.019 0.023 0.009 
7825 NS-MOS00X45    (0)   130 :  0.012 0.012 0.037 0.060 0.638 0.015 0.006 0.030 0.080 0.009 0.074 0.011 0.010 0.007 
7826 NS-MOS00X46    (0)   130 :  0.008 0.131 0.036 0.128 0.530 0.048 0.007 0.009 0.020 0.015 0.025 0.010 0.020 0.014 
7827 NS-MOS00X47    (0)   130 :  0.129 0.010 0.024 0.063 0.468 0.021 0.017 0.021 0.024 0.103 0.016 0.045 0.044 0.015 
7828 NS-MOS00X48    (0)   130 :  0.014 0.008 0.027 0.021 0.722 0.066 0.025 0.014 0.011 0.016 0.014 0.009 0.029 0.024 
7829 NS-MOS00X49    (0)   130 :  0.013 0.022 0.103 0.101 0.640 0.014 0.006 0.010 0.036 0.007 0.018 0.007 0.016 0.008 
7830 NS-MOS00X50    (0)   130 :  0.064 0.010 0.033 0.050 0.465 0.048 0.025 0.080 0.045 0.036 0.006 0.034 0.055 0.049 
7831 NS-MOS00X51    (0)   130 :  0.009 0.014 0.012 0.021 0.797 0.018 0.006 0.013 0.013 0.035 0.024 0.015 0.015 0.009 
7832 NS-MOS00X52    (0)   130 :  0.010 0.012 0.019 0.052 0.728 0.074 0.013 0.012 0.015 0.022 0.015 0.009 0.011 0.009 
7833 NS-MOS00X53    (0)   130 :  0.016 0.120 0.021 0.043 0.213 0.047 0.006 0.441 0.033 0.014 0.007 0.015 0.015 0.011 
7834 NS-MOS00X54    (0)   130 :  0.010 0.019 0.017 0.033 0.752 0.023 0.008 0.047 0.009 0.012 0.017 0.006 0.024 0.025 
7835 NS-MOS00X55    (0)   130 :  0.033 0.029 0.159 0.096 0.444 0.077 0.026 0.011 0.031 0.013 0.024 0.023 0.020 0.011 
7836 NS-MOS00X56    (0)   130 :  0.009 0.024 0.043 0.017 0.741 0.018 0.018 0.009 0.011 0.032 0.018 0.014 0.038 0.009 
7837 NS-MOS00X57    (0)   130 :  0.015 0.033 0.234 0.030 0.353 0.060 0.005 0.010 0.016 0.139 0.007 0.017 0.060 0.020 
7838 NS-MOS00X58    (0)   130 :  0.018 0.010 0.009 0.031 0.831 0.013 0.007 0.022 0.007 0.009 0.011 0.013 0.011 0.009 
7839 NS-SMA00X1    (0)   131 :  0.009 0.054 0.180 0.064 0.114 0.015 0.011 0.016 0.049 0.044 0.016 0.032 0.341 0.055 
7840 NS-SMA00X2    (0)   131 :  0.010 0.014 0.076 0.047 0.661 0.008 0.006 0.008 0.022 0.042 0.007 0.026 0.056 0.018 
7841 NS-SMA00X3    (0)   131 :  0.018 0.017 0.149 0.089 0.141 0.132 0.045 0.169 0.027 0.040 0.060 0.022 0.077 0.014 
7842 NS-SMA00X4    (6)   131 :  0.014 0.011 0.027 0.018 0.764 0.011 0.014 0.013 0.012 0.060 0.011 0.014 0.021 0.010 
7843 NS-SMA00X5    (0)   131 :  0.005 0.008 0.012 0.027 0.859 0.006 0.007 0.006 0.014 0.012 0.003 0.011 0.015 0.014 
7844 NS-SMA00X6    (0)   131 :  0.033 0.017 0.041 0.044 0.455 0.012 0.006 0.030 0.015 0.103 0.086 0.021 0.017 0.121 
7845 NS-SMA00X7    (0)   131 :  0.006 0.015 0.014 0.023 0.787 0.009 0.005 0.007 0.008 0.028 0.008 0.025 0.061 0.006 
7846 NS-SMA00X8    (0)   131 :  0.027 0.045 0.042 0.032 0.083 0.275 0.022 0.069 0.018 0.230 0.020 0.035 0.076 0.027 
7847 NS-SMA00X9    (0)   131 :  0.006 0.010 0.006 0.007 0.866 0.024 0.011 0.007 0.008 0.007 0.005 0.010 0.010 0.021 
7848 NS-SMA00X10    (0)   131 :  0.009 0.022 0.025 0.076 0.301 0.322 0.008 0.129 0.018 0.026 0.009 0.036 0.014 0.007 
7849 NS-SMA00X11    (0)   131 :  0.006 0.030 0.659 0.071 0.042 0.018 0.005 0.009 0.024 0.019 0.011 0.022 0.061 0.022 
7850 NS-SMA00X12    (0)   131 :  0.044 0.032 0.031 0.052 0.355 0.016 0.010 0.044 0.049 0.046 0.073 0.102 0.118 0.028 
7851 NS-SMA00X13    (0)   131 :  0.040 0.019 0.029 0.020 0.732 0.010 0.007 0.071 0.014 0.020 0.003 0.011 0.012 0.011 
7852 NS-SMA00X14    (0)   131 :  0.019 0.216 0.203 0.043 0.069 0.022 0.008 0.006 0.036 0.032 0.004 0.061 0.266 0.016 
7853 NS-SMA00X15    (0)   131 :  0.020 0.008 0.348 0.016 0.405 0.016 0.009 0.010 0.045 0.042 0.007 0.026 0.017 0.030 
7854 NS-SMA00X16    (0)   131 :  0.014 0.023 0.014 0.014 0.697 0.019 0.022 0.115 0.017 0.017 0.004 0.016 0.013 0.016 
7855 NS-SMA00X17    (0)   131 :  0.028 0.067 0.053 0.065 0.204 0.027 0.211 0.086 0.040 0.095 0.014 0.013 0.069 0.028 
7856 NS-SMA00X18    (0)   131 :  0.022 0.009 0.016 0.305 0.509 0.012 0.011 0.017 0.016 0.008 0.015 0.011 0.036 0.014 
7857 NS-SMA00X19    (0)   131 :  0.011 0.012 0.012 0.013 0.865 0.012 0.006 0.010 0.010 0.010 0.009 0.009 0.010 0.010 
7858 NS-SMA00X20    (0)   131 :  0.035 0.044 0.027 0.021 0.561 0.018 0.008 0.160 0.010 0.049 0.007 0.037 0.014 0.009 
7859 NS-SMA00X21    (0)   131 :  0.015 0.061 0.027 0.023 0.733 0.011 0.012 0.037 0.015 0.018 0.018 0.007 0.014 0.007 
7860 NS-SMA00X22    (0)   131 :  0.009 0.318 0.112 0.029 0.214 0.088 0.009 0.015 0.024 0.024 0.048 0.047 0.033 0.031 
7861 NS-SMA00X23    (0)   131 :  0.011 0.032 0.025 0.029 0.694 0.011 0.032 0.011 0.030 0.068 0.004 0.016 0.027 0.012 
7862 NS-SMA00X24    (0)   131 :  0.020 0.020 0.037 0.016 0.733 0.012 0.008 0.011 0.013 0.078 0.006 0.012 0.023 0.013 
7863 NS-SMA00X25   (20)   131 :  0.046 0.020 0.108 0.027 0.306 0.095 0.031 0.027 0.125 0.031 0.008 0.035 0.112 0.030 
7864 NS-SMA00X26    (0)   131 :  0.016 0.031 0.033 0.044 0.116 0.014 0.013 0.012 0.020 0.642 0.004 0.015 0.024 0.014 
7865 NS-SMA00X27    (0)   131 :  0.009 0.054 0.024 0.023 0.484 0.017 0.008 0.027 0.126 0.031 0.037 0.019 0.100 0.041 
7866 NS-SMA00X28    (0)   131 :  0.006 0.011 0.018 0.027 0.794 0.013 0.011 0.009 0.034 0.022 0.004 0.013 0.024 0.015 
7867 NS-SMA00X29    (0)   131 :  0.026 0.009 0.024 0.096 0.271 0.041 0.017 0.016 0.071 0.026 0.007 0.021 0.359 0.016 
7868 NS-SMA00X30    (0)   131 :  0.071 0.009 0.034 0.043 0.479 0.065 0.060 0.067 0.028 0.009 0.013 0.019 0.034 0.068 
7869 NS-SMA00X31    (0)   131 :  0.026 0.022 0.070 0.163 0.065 0.085 0.295 0.017 0.037 0.011 0.003 0.148 0.033 0.025 
7870 NS-SMA00X32    (0)   131 :  0.011 0.013 0.019 0.047 0.423 0.160 0.011 0.059 0.022 0.009 0.007 0.010 0.178 0.031 
7871 NS-SMA00X33    (0)   131 :  0.011 0.012 0.020 0.019 0.785 0.012 0.015 0.009 0.010 0.027 0.005 0.025 0.040 0.010 
7872 NS-SMA00X34    (0)   131 :  0.012 0.651 0.033 0.121 0.049 0.017 0.014 0.011 0.020 0.017 0.005 0.013 0.019 0.016 
7873 NS-SMA00X35    (0)   131 :  0.015 0.008 0.034 0.105 0.610 0.033 0.015 0.011 0.028 0.015 0.005 0.016 0.087 0.019 
7874 NS-SMA00X36    (0)   131 :  0.006 0.014 0.010 0.010 0.827 0.022 0.013 0.008 0.015 0.013 0.003 0.027 0.019 0.012 
7875 NS-SMA00X37    (0)   131 :  0.006 0.029 0.008 0.013 0.831 0.007 0.009 0.007 0.015 0.015 0.008 0.009 0.036 0.007 
7876 NS-SMA00X38    (0)   131 :  0.023 0.008 0.039 0.036 0.710 0.022 0.009 0.023 0.025 0.008 0.016 0.016 0.023 0.043 
7877 NS-SMA00X39    (0)   131 :  0.013 0.018 0.042 0.052 0.100 0.212 0.098 0.036 0.033 0.013 0.005 0.036 0.310 0.032 
7878 NS-SMA00X40    (0)   131 :  0.013 0.016 0.483 0.058 0.092 0.029 0.009 0.011 0.052 0.018 0.022 0.022 0.159 0.016 
7879 NS-SMA00X41    (0)   131 :  0.007 0.038 0.023 0.016 0.821 0.009 0.005 0.008 0.017 0.009 0.022 0.009 0.011 0.006 
7880 NS-SMA00X42    (0)   131 :  0.014 0.017 0.012 0.012 0.856 0.014 0.011 0.015 0.010 0.008 0.007 0.008 0.008 0.009 
7881 NS-SMA00X43    (0)   131 :  0.010 0.036 0.061 0.012 0.712 0.009 0.009 0.015 0.017 0.026 0.017 0.017 0.045 0.013 
7882 NS-SMA00X44    (0)   131 :  0.006 0.028 0.021 0.011 0.808 0.008 0.007 0.019 0.015 0.008 0.009 0.014 0.038 0.007 
7883 NS-SMA00X45    (0)   131 :  0.011 0.016 0.010 0.025 0.811 0.018 0.006 0.007 0.009 0.040 0.005 0.013 0.017 0.012 
7884 NS-SMA00X46    (0)   131 :  0.009 0.008 0.015 0.026 0.755 0.012 0.005 0.012 0.023 0.016 0.036 0.026 0.034 0.022 
7885 NS-SMA00X47    (0)   131 :  0.007 0.022 0.029 0.018 0.826 0.013 0.007 0.010 0.017 0.017 0.004 0.008 0.010 0.010 
7886 NS-SMA00X48    (0)   131 :  0.012 0.022 0.024 0.011 0.792 0.022 0.007 0.012 0.016 0.010 0.032 0.014 0.012 0.014 
7887 NS-SMA00X49    (0)   131 :  0.059 0.138 0.044 0.098 0.358 0.179 0.016 0.015 0.027 0.011 0.015 0.014 0.015 0.011 
7888 NS-SMA00X50    (0)   131 :  0.012 0.011 0.009 0.009 0.863 0.009 0.011 0.009 0.007 0.009 0.022 0.009 0.011 0.007 
7889 NS-SMA00X51    (0)   131 :  0.011 0.023 0.015 0.011 0.861 0.013 0.005 0.007 0.006 0.013 0.014 0.008 0.006 0.007 
7890 NS-SMA00X52    (0)   131 :  0.009 0.008 0.063 0.014 0.786 0.008 0.004 0.011 0.018 0.021 0.004 0.008 0.025 0.019 
7891 NS-SMA00X53    (0)   131 :  0.014 0.113 0.020 0.009 0.737 0.008 0.007 0.018 0.020 0.010 0.009 0.016 0.009 0.011 
7892 NS-SMA00X54    (0)   131 :  0.116 0.050 0.395 0.009 0.097 0.009 0.018 0.033 0.013 0.177 0.007 0.043 0.015 0.019 
7893 NS-SMA00X55    (0)   131 :  0.042 0.050 0.146 0.037 0.439 0.080 0.011 0.031 0.035 0.032 0.005 0.023 0.044 0.025 
7894 NS-SMA00X56    (0)   131 :  0.137 0.042 0.040 0.055 0.362 0.011 0.032 0.024 0.019 0.035 0.128 0.030 0.051 0.033 
7895 NS-SMA00X57    (6)   131 :  0.035 0.076 0.196 0.035 0.162 0.031 0.014 0.023 0.116 0.037 0.008 0.157 0.075 0.036 
7896 NS-SMA00X58    (0)   131 :  0.006 0.010 0.027 0.015 0.861 0.014 0.005 0.006 0.013 0.012 0.004 0.010 0.009 0.009 
7897 NS-SMA00X59    (0)   131 :  0.046 0.043 0.026 0.015 0.587 0.013 0.005 0.016 0.022 0.026 0.129 0.034 0.018 0.020 
7898 NS-SMA00X60    (0)   131 :  0.019 0.011 0.040 0.222 0.033 0.024 0.013 0.023 0.132 0.034 0.297 0.020 0.121 0.012 
7899 NS-SMA00X61    (0)   131 :  0.010 0.017 0.021 0.018 0.800 0.040 0.008 0.011 0.012 0.009 0.004 0.015 0.024 0.011 
7900 NS-SMA00X62    (6)   131 :  0.011 0.090 0.336 0.032 0.325 0.030 0.006 0.021 0.025 0.015 0.004 0.046 0.034 0.025 
7901 NS-SMA00X63    (0)   131 :  0.016 0.038 0.025 0.019 0.188 0.082 0.008 0.323 0.024 0.018 0.184 0.019 0.024 0.030 
7902 NS-SMA00X64    (0)   131 :  0.058 0.027 0.100 0.055 0.413 0.011 0.007 0.028 0.067 0.077 0.019 0.048 0.075 0.016 
7903 NS-SMA00X65    (0)   131 :  0.015 0.018 0.039 0.021 0.643 0.009 0.020 0.017 0.102 0.017 0.014 0.017 0.036 0.032 
7904 NS-SMA00X66    (0)   131 :  0.014 0.073 0.041 0.031 0.575 0.029 0.008 0.014 0.080 0.019 0.007 0.028 0.069 0.013 
7905 NS-SMA00X67   (13)   131 :  0.012 0.028 0.085 0.013 0.397 0.030 0.018 0.014 0.016 0.191 0.011 0.013 0.146 0.028 
7906 NS-SMA00X68    (0)   131 :  0.021 0.099 0.031 0.019 0.101 0.017 0.009 0.016 0.073 0.044 0.006 0.024 0.492 0.050 
7907 NS-SMA00X69    (0)   131 :  0.014 0.050 0.040 0.022 0.555 0.037 0.015 0.020 0.047 0.015 0.020 0.015 0.138 0.012 
7908 NS-SMA00X70    (0)   131 :  0.068 0.019 0.031 0.022 0.327 0.026 0.012 0.303 0.022 0.042 0.017 0.061 0.035 0.015 
7909 NS-SMA00X71    (0)   131 :  0.067 0.322 0.030 0.080 0.072 0.045 0.029 0.082 0.048 0.033 0.029 0.061 0.048 0.053 
7910 NS-SMA00X72    (0)   131 :  0.020 0.029 0.040 0.060 0.600 0.108 0.019 0.010 0.032 0.019 0.008 0.007 0.029 0.019 
7911 NS-SMA00X73    (0)   131 :  0.012 0.083 0.120 0.017 0.518 0.008 0.006 0.013 0.030 0.028 0.025 0.047 0.068 0.024 
7912 NS-SMA00X74    (0)   131 :  0.568 0.111 0.017 0.041 0.054 0.036 0.009 0.026 0.014 0.025 0.010 0.032 0.050 0.007 
7913 NS-SMA00X75    (0)   131 :  0.018 0.055 0.060 0.033 0.358 0.054 0.067 0.031 0.073 0.092 0.010 0.056 0.064 0.028 
7914 NS-SMA00X76    (6)   131 :  0.008 0.027 0.011 0.022 0.510 0.018 0.022 0.010 0.033 0.255 0.015 0.023 0.029 0.016 
7915 NS-SMA00X77    (6)   131 :  0.007 0.010 0.064 0.042 0.544 0.008 0.007 0.009 0.097 0.143 0.003 0.017 0.025 0.023 
7916 NS-SMA00X78   (20)   131 :  0.016 0.033 0.055 0.038 0.470 0.018 0.005 0.024 0.151 0.101 0.047 0.013 0.012 0.018 
7917 NS-smE07X1    (0)   132 :  0.072 0.020 0.404 0.051 0.253 0.014 0.008 0.025 0.029 0.013 0.004 0.052 0.042 0.013 
7918 NS-smE07X2    (0)   132 :  0.034 0.017 0.072 0.028 0.120 0.019 0.006 0.039 0.021 0.427 0.036 0.133 0.008 0.039 
7919 NS-smE07X3    (0)   132 :  0.007 0.036 0.046 0.052 0.524 0.022 0.015 0.008 0.022 0.036 0.006 0.014 0.201 0.011 
7920 NS-smE07X4    (0)   132 :  0.018 0.010 0.015 0.013 0.594 0.089 0.009 0.014 0.114 0.025 0.006 0.031 0.050 0.012 
7921 NS-smE07X5    (0)   132 :  0.018 0.009 0.042 0.036 0.656 0.085 0.023 0.021 0.013 0.013 0.005 0.023 0.037 0.017 
7922 NS-smE07X6    (0)   132 :  0.023 0.008 0.015 0.135 0.385 0.024 0.018 0.031 0.062 0.068 0.009 0.057 0.137 0.027 
7923 NS-smE07X7    (0)   132 :  0.007 0.016 0.017 0.019 0.833 0.008 0.015 0.017 0.018 0.010 0.005 0.010 0.015 0.010 
7924 NS-smE07X8    (0)   132 :  0.013 0.016 0.026 0.019 0.747 0.019 0.005 0.008 0.014 0.047 0.013 0.041 0.017 0.013 
7925 NS-smE07X9    (0)   132 :  0.009 0.042 0.050 0.036 0.232 0.024 0.013 0.363 0.025 0.026 0.007 0.116 0.044 0.013 
7926 NS-smE07X10    (0)   132 :  0.010 0.005 0.011 0.015 0.842 0.012 0.011 0.010 0.014 0.010 0.004 0.017 0.023 0.016 
7927 NS-smE07X11    (6)   132 :  0.020 0.160 0.032 0.026 0.499 0.024 0.025 0.023 0.049 0.011 0.011 0.011 0.097 0.012 
7928 NS-smE07X12    (0)   132 :  0.006 0.006 0.010 0.011 0.895 0.009 0.008 0.005 0.008 0.013 0.004 0.010 0.010 0.006 
7929 NS-smE07X13    (0)   132 :  0.069 0.176 0.200 0.069 0.019 0.013 0.014 0.140 0.065 0.026 0.011 0.040 0.024 0.135 
7930 NS-smE07X14    (0)   132 :  0.076 0.016 0.012 0.032 0.451 0.056 0.012 0.067 0.021 0.058 0.031 0.125 0.014 0.029 
7931 NS-smE07X15    (0)   132 :  0.041 0.013 0.060 0.019 0.593 0.019 0.010 0.043 0.089 0.021 0.006 0.011 0.064 0.010 
7932 NS-smE07X16    (6)   132 :  0.022 0.033 0.195 0.019 0.203 0.048 0.007 0.069 0.014 0.192 0.037 0.085 0.065 0.011 
7933 NS-smE07X17    (0)   132 :  0.012 0.036 0.025 0.019 0.795 0.006 0.006 0.011 0.018 0.010 0.021 0.011 0.019 0.012 
7934 NS-smE07X18    (0)   132 :  0.016 0.020 0.086 0.012 0.294 0.012 0.011 0.025 0.019 0.404 0.018 0.051 0.018 0.014 
7935 NS-smE07X19    (0)   132 :  0.013 0.008 0.012 0.008 0.869 0.011 0.006 0.007 0.008 0.020 0.007 0.010 0.009 0.011 
7936 NS-smE07X20    (0)   132 :  0.030 0.028 0.056 0.121 0.278 0.051 0.022 0.014 0.013 0.018 0.008 0.011 0.335 0.014 
7937 NS-smE07X21    (0)   132 :  0.077 0.317 0.019 0.073 0.398 0.008 0.005 0.012 0.021 0.009 0.020 0.015 0.012 0.013 
7938 NS-smE07X22    (0)   132 :  0.037 0.007 0.020 0.114 0.311 0.052 0.027 0.022 0.020 0.013 0.015 0.013 0.327 0.023 
7939 NS-smE07X23    (0)   132 :  0.026 0.016 0.048 0.015 0.650 0.014 0.008 0.025 0.013 0.037 0.006 0.013 0.107 0.021 
7940 NS-smE07X24    (0)   132 :  0.008 0.042 0.034 0.014 0.690 0.027 0.018 0.010 0.015 0.016 0.027 0.010 0.079 0.010 
7941 NS-smE07X25    (0)   132 :  0.036 0.026 0.037 0.096 0.228 0.141 0.041 0.096 0.014 0.024 0.011 0.072 0.162 0.014 
7942 NS-smE07X26    (0)   132 :  0.019 0.144 0.085 0.031 0.085 0.049 0.025 0.024 0.063 0.100 0.011 0.179 0.124 0.059 
7943 NS-smE07X27    (0)   132 :  0.009 0.009 0.037 0.029 0.188 0.008 0.011 0.019 0.123 0.029 0.015 0.036 0.474 0.013 
7944 NS-smE07X28    (0)   132 :  0.007 0.017 0.016 0.015 0.820 0.024 0.009 0.011 0.013 0.023 0.007 0.019 0.012 0.007 
7945 NS-smE07X29    (0)   132 :  0.056 0.098 0.049 0.018 0.392 0.023 0.007 0.034 0.035 0.084 0.004 0.057 0.118 0.024 
7946 NS-smE07X30    (0)   132 :  0.012 0.091 0.121 0.069 0.430 0.037 0.016 0.023 0.019 0.038 0.022 0.019 0.071 0.032 
7947 NS-smE07X31    (0)   132 :  0.019 0.011 0.017 0.016 0.496 0.047 0.008 0.116 0.029 0.030 0.023 0.065 0.113 0.011 
7948 NS-smE07X32    (0)   132 :  0.007 0.012 0.028 0.030 0.182 0.007 0.008 0.010 0.027 0.012 0.007 0.012 0.651 0.008 
7949 NS-smE07X33    (0)   132 :  0.022 0.085 0.498 0.029 0.038 0.028 0.051 0.110 0.043 0.015 0.006 0.034 0.032 0.009 
7950 NS-smE07X34    (0)   132 :  0.040 0.014 0.023 0.045 0.648 0.024 0.009 0.046 0.016 0.032 0.006 0.056 0.020 0.021 
7951 NS-smE07X35    (0)   132 :  0.014 0.006 0.012 0.016 0.853 0.019 0.005 0.014 0.009 0.018 0.008 0.011 0.009 0.007 
7952 NS-smE07X36    (0)   132 :  0.021 0.062 0.036 0.025 0.506 0.014 0.013 0.094 0.122 0.046 0.010 0.026 0.013 0.011 
7953 NS-smE07X37    (0)   132 :  0.010 0.127 0.027 0.020 0.101 0.045 0.015 0.103 0.033 0.063 0.016 0.342 0.041 0.059 
7954 NS-smE07X38    (0)   132 :  0.016 0.024 0.028 0.017 0.702 0.020 0.009 0.021 0.011 0.010 0.009 0.019 0.022 0.092 
7955 NS-smE07X39    (0)   132 :  0.023 0.012 0.060 0.025 0.602 0.064 0.014 0.014 0.031 0.019 0.014 0.019 0.090 0.011 
7956 NS-smE07X40    (0)   132 :  0.008 0.009 0.038 0.038 0.688 0.049 0.009 0.011 0.037 0.017 0.007 0.016 0.040 0.032 
7957 NS-smE07X41    (0)   132 :  0.026 0.016 0.055 0.084 0.515 0.044 0.020 0.035 0.010 0.090 0.051 0.011 0.030 0.014 
7958 NS-smE07X42    (0)   132 :  0.008 0.008 0.013 0.033 0.470 0.051 0.008 0.070 0.021 0.219 0.007 0.049 0.026 0.016 
7959 NS-smE07X43    (0)   132 :  0.017 0.017 0.013 0.051 0.741 0.026 0.015 0.029 0.028 0.010 0.006 0.012 0.025 0.011 
