This is a job step 6


----------------------------------------------------
STRUCTURE by Pritchard, Stephens and Donnelly (2000)
     and Falush, Stephens and Pritchard (2003)
       Code by Pritchard, Falush and Hubisz
             Version 2.3.4 (Jul 2012)
----------------------------------------------------


Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/mainparamsfiles/mainparamsbigfile".
datafile is
/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str
Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/extraparams_bigfile".
Note: RANDOMIZE is set to 1. The random number generator will be initialized using the system clock, ignoring any specified value of SEED.
Reading file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str".


Data file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str" (truncated) --

Ind:   Label Pop : Genotype_data . . . .
  1: QC-ANG-01    1  :110 167 287 296 254 146 173  . . . . 291
  1: QC-ANG-01    1  :110 179 295 312 358 210 175  . . . . 315
  2: QC-ANG-11    1  :130 171 291 312 322 210 193  . . . . 283
  2: QC-ANG-11    1  :130 175 303 336 338 242 199  . . . . 303
  3: QC-ANG-12    1  :106 175 279 312 278 198 171  . . . . 315
  3: QC-ANG-12    1  :130 191 307 372 342 210 201  . . . . 319
  4: QC-ANG-13    1  :128 159 291 320 314 214 159  . . . . 287
  4: QC-ANG-13    1  :128 167 295 344 326 254 201  . . . . 315

      *******   

9141: US-NA11574  153  :122 203 283 312 254 198 173  . . . . 303
9141: US-NA11574  153  :128 203 303 340 290 206 173  . . . . 307
9142: US-NA11575  153  :122 167 283 300 254 214 173  . . . . 295
9142: US-NA11575  153  :128 167 303 336 290 298 173  . . . . 339

Number of alleles per locus: min=15; ave=39.8; max=91


--------------------------------------

Finished initialization; starting MCMC 
1000000 iterations + 100000 burnin


--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 6 clusters

Given    Inferred Clusters                            Number of
 Pop       1      2      3      4      5      6      Individuals
8593 NS-MDV06X9    (0)   145 :  0.108 0.289 0.101 0.378 0.031 0.094 
8594 NS-MDV06X10    (0)   145 :  0.039 0.034 0.021 0.851 0.040 0.015 
8595 NS-MDV06X11    (0)   145 :  0.280 0.110 0.160 0.241 0.160 0.048 
8596 NS-MDV06X12    (0)   145 :  0.045 0.072 0.130 0.667 0.057 0.029 
8597 NS-MDV06X13    (0)   145 :  0.092 0.072 0.061 0.656 0.065 0.054 
8598 NS-MDV06X14    (0)   145 :  0.088 0.028 0.036 0.527 0.305 0.016 
8599 NS-MDV06X15    (0)   145 :  0.070 0.038 0.036 0.441 0.385 0.030 
8600 NS-MDV06X16    (0)   145 :  0.048 0.026 0.018 0.833 0.042 0.034 
8601 NS-MDV06X17    (0)   145 :  0.126 0.202 0.035 0.488 0.034 0.115 
8602 NS-MDV06X18    (0)   145 :  0.077 0.053 0.065 0.748 0.031 0.026 
8603 NS-MDV06X19    (0)   145 :  0.032 0.021 0.099 0.758 0.069 0.020 
8604 NS-MDV06X20    (0)   145 :  0.115 0.026 0.017 0.733 0.073 0.035 
8605 NS-MDV06X21    (0)   145 :  0.030 0.063 0.025 0.816 0.048 0.019 
8606 NS-MDV06X22    (0)   145 :  0.072 0.182 0.024 0.516 0.041 0.166 
8607 NS-MDV06X23    (0)   145 :  0.037 0.047 0.035 0.671 0.073 0.137 
8608 NS-MDV06X24    (0)   145 :  0.054 0.018 0.031 0.806 0.056 0.035 
8609 NS-MDV06X25    (0)   145 :  0.064 0.076 0.013 0.620 0.175 0.051 
8610 NS-MDV06X26    (0)   145 :  0.050 0.028 0.021 0.823 0.049 0.028 
8611 NS-MDV06X27    (0)   145 :  0.018 0.016 0.029 0.894 0.021 0.022 
8612 NS-MDV06X28    (0)   145 :  0.032 0.022 0.015 0.659 0.254 0.018 
8613 NS-MDV06X29    (0)   145 :  0.068 0.038 0.036 0.400 0.381 0.076 
8614 NS-MDV06X30    (0)   145 :  0.032 0.031 0.033 0.525 0.353 0.026 
8615 NS-MDV06X31    (0)   145 :  0.040 0.165 0.022 0.625 0.074 0.073 
8616 NS-MDV06X32    (0)   145 :  0.023 0.024 0.008 0.913 0.019 0.013 
8617 NS-MDV06X33    (0)   145 :  0.084 0.065 0.037 0.662 0.129 0.023 
8618 NS-MDV06X34    (0)   145 :  0.037 0.022 0.020 0.846 0.044 0.030 
8619 NS-MDV06X35    (0)   145 :  0.216 0.021 0.021 0.409 0.316 0.018 
8620 NS-MDV06X36    (0)   145 :  0.033 0.035 0.011 0.827 0.021 0.073 
8621 NS-MDV06X37    (0)   145 :  0.052 0.022 0.017 0.859 0.022 0.027 
8622 NS-MDV06X38    (0)   145 :  0.064 0.032 0.013 0.808 0.059 0.024 
8623 NS-MDV06X39    (0)   145 :  0.098 0.030 0.018 0.257 0.557 0.040 
8624 NS-MDV06X40    (0)   145 :  0.054 0.053 0.022 0.815 0.025 0.030 
8625 NS-MDV06X41    (0)   145 :  0.066 0.020 0.013 0.757 0.127 0.017 
8626 NS-MDV06X42    (0)   145 :  0.022 0.048 0.026 0.785 0.055 0.065 
8627 NS-MDV06X43    (0)   145 :  0.061 0.051 0.024 0.627 0.200 0.037 
8628 NS-MDV06X44    (0)   145 :  0.020 0.022 0.010 0.890 0.037 0.021 
8629 NS-MDV06X45    (0)   145 :  0.022 0.037 0.018 0.405 0.457 0.060 
8630 NS-MDV06X46    (6)   145 :  0.025 0.024 0.031 0.795 0.076 0.049 
8631 NS-MDV06X47    (0)   145 :  0.061 0.021 0.014 0.793 0.037 0.074 
8632 NS-MDV06X48    (0)   145 :  0.170 0.109 0.023 0.547 0.067 0.084 
8633 NS-MDV06X49    (6)   145 :  0.026 0.017 0.012 0.909 0.023 0.012 
8634 NS-MDV06X50    (0)   145 :  0.054 0.109 0.015 0.746 0.045 0.030 
8635 NS-MDV06X51    (0)   145 :  0.097 0.028 0.075 0.680 0.091 0.028 
8636 NS-MDV06X52    (0)   145 :  0.077 0.175 0.092 0.251 0.063 0.341 
8637 NS-MDV06X53    (0)   145 :  0.019 0.076 0.033 0.804 0.035 0.032 
8638 NS-MDV06X54    (0)   145 :  0.055 0.015 0.015 0.853 0.052 0.011 
8639 NS-MDV06X55    (0)   145 :  0.077 0.065 0.048 0.738 0.028 0.043 
8640 NS-MDV06X56    (0)   145 :  0.087 0.078 0.012 0.161 0.419 0.243 
8641 NS-MDV06X57    (0)   145 :  0.043 0.024 0.010 0.708 0.159 0.054 
8642 NS-MDV06X58    (0)   145 :  0.064 0.040 0.056 0.440 0.197 0.203 
8643 NS-MDV06X59    (0)   145 :  0.029 0.036 0.016 0.798 0.103 0.017 
8644 NS-MDV06X60    (0)   145 :  0.019 0.020 0.015 0.828 0.095 0.022 
8645 NS-MDV06X61    (0)   145 :  0.108 0.025 0.019 0.775 0.059 0.014 
8646 NS-MDV06X62    (0)   145 :  0.013 0.020 0.021 0.889 0.037 0.020 
8647 NS-MDV06X63    (0)   145 :  0.085 0.062 0.011 0.728 0.091 0.023 
8648 NS-MDV06X64    (0)   145 :  0.092 0.019 0.013 0.812 0.045 0.020 
8649 NS-MDV06X65    (0)   145 :  0.019 0.019 0.020 0.774 0.142 0.027 
8650 NS-MDV06X66    (0)   145 :  0.058 0.018 0.022 0.486 0.248 0.168 
8651 NS-MDV06X67    (0)   145 :  0.021 0.077 0.027 0.755 0.089 0.031 
8652 NS-MDV06X68    (0)   145 :  0.072 0.138 0.020 0.612 0.107 0.051 
8653 NS-MDV06X69    (0)   145 :  0.025 0.059 0.025 0.719 0.153 0.019 
8654 NS-MDV06X70    (0)   145 :  0.262 0.176 0.026 0.394 0.067 0.075 
8655 NS-MDV06X71    (0)   145 :  0.025 0.026 0.015 0.851 0.057 0.026 
8656 NS-MDV06X72    (0)   145 :  0.330 0.191 0.038 0.263 0.061 0.116 
8657 NS-MDV06X73    (0)   145 :  0.045 0.061 0.026 0.791 0.055 0.022 
8658 NS-NRV06X1    (0)   146 :  0.072 0.127 0.015 0.650 0.096 0.040 
8659 NS-NRV06X2    (0)   146 :  0.055 0.637 0.025 0.142 0.108 0.034 
8660 NS-NRV06X3    (0)   146 :  0.060 0.036 0.021 0.770 0.055 0.059 
8661 NS-NRV06X4    (0)   146 :  0.098 0.036 0.033 0.693 0.038 0.101 
8662 NS-NRV06X5    (0)   146 :  0.026 0.153 0.066 0.640 0.075 0.039 
8663 NS-NRV06X6    (0)   146 :  0.132 0.036 0.139 0.327 0.305 0.061 
8664 NS-NRV06X7    (0)   146 :  0.053 0.046 0.075 0.761 0.040 0.024 
8665 NS-NRV06X8    (0)   146 :  0.265 0.034 0.013 0.509 0.132 0.048 
8666 NS-NRV06X9    (0)   146 :  0.035 0.152 0.024 0.679 0.058 0.051 
8667 NS-NRV06X10    (0)   146 :  0.022 0.016 0.010 0.906 0.035 0.011 
8668 NS-NRV06X11    (0)   146 :  0.107 0.072 0.025 0.532 0.181 0.083 
8669 NS-NRV06X12    (0)   146 :  0.051 0.036 0.019 0.857 0.017 0.019 
8670 NS-NRV06X13    (0)   146 :  0.023 0.086 0.016 0.808 0.045 0.022 
8671 NS-NRV06X14    (0)   146 :  0.795 0.027 0.015 0.075 0.065 0.023 
8672 NS-NRV06X15    (0)   146 :  0.061 0.240 0.044 0.482 0.134 0.040 
8673 NS-NRV06X16    (0)   146 :  0.026 0.220 0.057 0.593 0.048 0.056 
8674 NS-NRV06X17    (0)   146 :  0.155 0.049 0.034 0.577 0.116 0.069 
8675 NS-NRV06X18    (0)   146 :  0.056 0.126 0.022 0.622 0.144 0.030 
8676 NS-NRV06X19    (0)   146 :  0.078 0.387 0.028 0.385 0.097 0.026 
8677 NS-NRV06X20    (0)   146 :  0.049 0.032 0.014 0.073 0.808 0.024 
8678 NS-NRV06X21    (0)   146 :  0.066 0.084 0.023 0.507 0.248 0.072 
8679 NS-NRV06X22    (0)   146 :  0.166 0.127 0.096 0.412 0.123 0.076 
8680 NS-NRV06X23    (0)   146 :  0.022 0.045 0.031 0.813 0.061 0.028 
8681 NS-NRV06X24    (0)   146 :  0.791 0.026 0.019 0.112 0.032 0.021 
8682 NS-NRV06X25    (0)   146 :  0.043 0.037 0.030 0.801 0.072 0.017 
8683 NS-NRV06X26    (0)   146 :  0.358 0.048 0.010 0.348 0.170 0.067 
8684 NS-NRV06X27    (0)   146 :  0.466 0.085 0.019 0.189 0.103 0.138 
8685 NS-NRV06X28    (0)   146 :  0.094 0.060 0.021 0.719 0.056 0.049 
8686 NS-NRV06X29    (0)   146 :  0.105 0.052 0.102 0.347 0.345 0.049 
8687 NS-NRV06X30    (0)   146 :  0.048 0.021 0.047 0.828 0.031 0.025 
8688 NS-NRV06X31    (0)   146 :  0.113 0.051 0.185 0.216 0.408 0.027 
8689 NS-NRV06X32    (0)   146 :  0.279 0.078 0.024 0.551 0.045 0.024 
8690 NS-NRV06X33    (0)   146 :  0.350 0.102 0.127 0.207 0.191 0.023 
8691 NS-NRV06X34    (0)   146 :  0.129 0.033 0.021 0.714 0.071 0.031 
8692 NS-NRV06X35    (0)   146 :  0.036 0.106 0.033 0.545 0.047 0.233 
8693 NS-NRV06X36    (0)   146 :  0.128 0.043 0.019 0.288 0.462 0.060 
8694 NS-NRV06X37    (0)   146 :  0.587 0.092 0.079 0.103 0.059 0.080 
8695 NS-NRV06X38    (0)   146 :  0.103 0.022 0.031 0.739 0.076 0.030 
8696 NS-NRV06X39    (0)   146 :  0.023 0.035 0.019 0.873 0.017 0.034 
8697 NS-NRV06X40    (0)   146 :  0.121 0.200 0.200 0.144 0.273 0.062 
8698 NS-NRV06X41    (0)   146 :  0.034 0.156 0.015 0.659 0.101 0.035 
8699 NS-NRV06X42    (0)   146 :  0.046 0.034 0.040 0.481 0.332 0.066 
8700 NS-NRV06X43    (0)   146 :  0.038 0.107 0.029 0.586 0.196 0.044 
8701 NS-NRV06X44    (0)   146 :  0.168 0.101 0.083 0.471 0.137 0.040 
8702 NS-NRV06X45    (0)   146 :  0.286 0.343 0.097 0.070 0.084 0.119 
8703 NS-NRV06X46    (0)   146 :  0.032 0.060 0.022 0.699 0.071 0.116 
8704 NS-NRV06X47    (0)   146 :  0.149 0.409 0.063 0.055 0.125 0.199 
8705 NS-NRV06X48    (0)   146 :  0.030 0.083 0.023 0.426 0.386 0.052 
8706 NS-NRV06X49    (0)   146 :  0.114 0.243 0.019 0.320 0.057 0.247 
8707 NS-NRV06X50    (0)   146 :  0.045 0.160 0.020 0.607 0.135 0.032 
8708 NS-NRV06X51    (0)   146 :  0.158 0.271 0.192 0.201 0.104 0.074 
8709 NS-NRV06X52    (0)   146 :  0.126 0.070 0.115 0.568 0.069 0.051 
8710 NS-NRV06X53    (0)   146 :  0.086 0.422 0.047 0.127 0.301 0.017 
8711 NS-NRV06X54    (6)   146 :  0.245 0.037 0.023 0.575 0.078 0.041 
8712 NS-NRV06X55    (0)   146 :  0.108 0.115 0.025 0.199 0.421 0.133 
8713 NS-NRV06X56    (0)   146 :  0.076 0.138 0.017 0.112 0.594 0.063 
8714 NS-NRV06X57    (0)   146 :  0.303 0.043 0.016 0.566 0.047 0.026 
8715 NS-NRV06X58    (0)   146 :  0.191 0.051 0.094 0.533 0.084 0.047 
8716 NS-NRV06X59    (0)   146 :  0.463 0.083 0.016 0.288 0.117 0.033 
8717 NS-NRV06X60    (0)   146 :  0.154 0.051 0.066 0.508 0.128 0.092 
8718 NS-NRV06X61    (0)   146 :  0.087 0.098 0.038 0.041 0.655 0.080 
8719 NS-NRV06X62    (0)   146 :  0.147 0.049 0.055 0.530 0.055 0.163 
8720 NS-NRV06X63    (0)   146 :  0.086 0.414 0.044 0.300 0.098 0.059 
8721 NS-NRV06X64    (0)   146 :  0.020 0.086 0.032 0.697 0.034 0.131 
8722 NS-NRV06X65    (0)   146 :  0.216 0.221 0.031 0.059 0.263 0.210 
8723 NS-NRV06X66    (0)   146 :  0.186 0.058 0.027 0.486 0.215 0.028 
8724 NS-NRV06X67    (0)   146 :  0.065 0.149 0.039 0.375 0.095 0.277 
8725 NS-NRV06X68    (0)   146 :  0.030 0.073 0.018 0.760 0.086 0.033 
8726 NS-NRV06X69    (0)   146 :  0.104 0.169 0.028 0.198 0.476 0.025 
8727 NS-NRV06X70    (0)   146 :  0.099 0.089 0.105 0.473 0.198 0.036 
8728 NS-NRV06X71    (0)   146 :  0.033 0.141 0.020 0.135 0.602 0.069 
8729 NS-NRV06X72    (0)   146 :  0.044 0.064 0.020 0.741 0.073 0.058 
8730 NS-NRV06X73    (0)   146 :  0.351 0.042 0.024 0.287 0.249 0.046 
8731 NS-INH10X1    (0)   147 :  0.040 0.119 0.017 0.713 0.041 0.070 
8732 NS-INH10X2    (0)   147 :  0.347 0.187 0.027 0.301 0.074 0.064 
8733 NS-INH10X3    (0)   147 :  0.035 0.045 0.016 0.810 0.071 0.024 
8734 NS-INH10X4    (0)   147 :  0.027 0.096 0.020 0.757 0.050 0.049 
8735 NS-INH10X5    (0)   147 :  0.029 0.030 0.011 0.883 0.021 0.027 
8736 NS-INH10X6   (20)   147 :  0.140 0.080 0.023 0.482 0.236 0.039 
8737 NS-INH10X7    (0)   147 :  0.029 0.098 0.013 0.725 0.023 0.112 
8738 NS-INH10X8    (0)   147 :  0.442 0.202 0.024 0.132 0.143 0.057 
8739 NS-INH10X9    (0)   147 :  0.036 0.028 0.011 0.864 0.039 0.022 
8740 NS-INH10X10    (0)   147 :  0.018 0.486 0.017 0.337 0.035 0.107 
8741 NS-INH10X11    (0)   147 :  0.092 0.050 0.016 0.791 0.015 0.036 
8742 NS-INH10X12    (0)   147 :  0.049 0.015 0.015 0.826 0.061 0.033 
8743 NS-INH10X13    (0)   147 :  0.047 0.046 0.014 0.767 0.096 0.030 
8744 NS-INH10X14    (0)   147 :  0.445 0.158 0.017 0.150 0.193 0.037 
8745 NS-INH10X15    (0)   147 :  0.016 0.100 0.013 0.794 0.030 0.048 
8746 NS-INH10X16    (0)   147 :  0.027 0.050 0.015 0.846 0.034 0.028 
8747 NS-INH10X17    (0)   147 :  0.019 0.032 0.016 0.878 0.027 0.028 
8748 NS-INH10X18    (0)   147 :  0.030 0.030 0.017 0.872 0.026 0.025 
8749 NS-INH10X19    (0)   147 :  0.111 0.023 0.034 0.197 0.577 0.057 
8750 NS-INH10X20    (0)   147 :  0.020 0.040 0.011 0.866 0.039 0.024 
8751 NS-INH10X21    (0)   147 :  0.058 0.025 0.019 0.820 0.051 0.027 
8752 NS-INH10X22    (0)   147 :  0.023 0.029 0.012 0.891 0.028 0.017 
8753 NS-INH10X23    (0)   147 :  0.030 0.038 0.022 0.859 0.029 0.022 
8754 NS-INH10X24    (0)   147 :  0.033 0.028 0.036 0.292 0.584 0.026 
8755 NS-INH10X25    (0)   147 :  0.030 0.073 0.023 0.714 0.102 0.058 
8756 NS-INH10X26    (0)   147 :  0.019 0.016 0.032 0.664 0.240 0.029 
8757 NS-INH10X27    (0)   147 :  0.168 0.069 0.076 0.568 0.080 0.039 
8758 NS-INH10X28    (0)   147 :  0.016 0.019 0.016 0.785 0.124 0.041 
8759 NS-INH10X29    (0)   147 :  0.097 0.016 0.018 0.766 0.087 0.016 
8760 NS-INH10X30    (0)   147 :  0.049 0.047 0.015 0.761 0.105 0.023 
8761 NS-INH10X31    (0)   147 :  0.022 0.046 0.017 0.760 0.054 0.101 
8762 NS-INH10X32    (0)   147 :  0.024 0.020 0.020 0.867 0.043 0.026 
8763 NS-INH10X33    (0)   147 :  0.018 0.041 0.009 0.855 0.061 0.015 
8764 NS-INH10X34    (0)   147 :  0.026 0.038 0.054 0.564 0.224 0.094 
8765 NS-INH10X35    (0)   147 :  0.059 0.017 0.038 0.828 0.028 0.031 
8766 NS-INH10X36    (0)   147 :  0.055 0.035 0.023 0.805 0.058 0.023 
8767 NS-INH10X37    (0)   147 :  0.035 0.059 0.050 0.475 0.313 0.067 
8768 NS-INH10X38    (0)   147 :  0.292 0.032 0.025 0.209 0.291 0.149 
8769 NS-INH10X39    (0)   147 :  0.147 0.021 0.140 0.582 0.051 0.059 
8770 NS-INH10X40    (6)   147 :  0.032 0.142 0.036 0.536 0.183 0.072 
8771 NS-INH10X41    (0)   147 :  0.062 0.035 0.022 0.572 0.274 0.034 
8772 NS-INH10X42    (0)   147 :  0.062 0.038 0.015 0.205 0.547 0.134 
8773 NS-INH10X43    (0)   147 :  0.022 0.176 0.085 0.591 0.063 0.063 
8774 NS-INH10X44    (0)   147 :  0.038 0.310 0.034 0.307 0.280 0.032 
8775 NS-INH10X45    (0)   147 :  0.117 0.159 0.026 0.458 0.087 0.153 
8776 NS-INH10X46    (0)   147 :  0.078 0.024 0.046 0.567 0.217 0.067 
8777 NS-INH10X47    (0)   147 :  0.111 0.694 0.021 0.040 0.069 0.065 
8778 NS-INH10X48    (0)   147 :  0.083 0.250 0.037 0.297 0.221 0.111 
8779 NS-INH10X49    (0)   147 :  0.227 0.033 0.035 0.333 0.323 0.049 
8780 NS-INH10X50    (0)   147 :  0.503 0.041 0.031 0.208 0.086 0.131 
8781 NS-INH10X51    (0)   147 :  0.233 0.016 0.011 0.683 0.040 0.018 
8782 NS-INH10X52    (0)   147 :  0.014 0.025 0.045 0.218 0.657 0.040 
8783 NS-INH10X53    (0)   147 :  0.102 0.132 0.030 0.630 0.084 0.021 
8784 NS-BAD10X1    (0)   148 :  0.029 0.054 0.023 0.673 0.109 0.111 
8785 NS-BAD10X2    (0)   148 :  0.036 0.142 0.027 0.284 0.051 0.460 
8786 NS-BAD10X3    (0)   148 :  0.163 0.079 0.031 0.517 0.054 0.156 
8787 NS-BAD10X4    (0)   148 :  0.108 0.045 0.039 0.642 0.105 0.061 
8788 NS-BAD10X5    (0)   148 :  0.061 0.033 0.014 0.817 0.049 0.027 
8789 NS-BAD10X6    (0)   148 :  0.062 0.375 0.039 0.376 0.096 0.053 
8790 NS-BAD10X7    (0)   148 :  0.050 0.022 0.047 0.817 0.030 0.035 
8791 NS-BAD10X8    (0)   148 :  0.042 0.016 0.021 0.876 0.024 0.021 
8792 NS-BAD10X9    (0)   148 :  0.059 0.032 0.218 0.558 0.104 0.029 
8793 NS-BAD10X10    (6)   148 :  0.322 0.036 0.019 0.347 0.232 0.044 
8794 NS-BAD10X11    (0)   148 :  0.053 0.041 0.019 0.804 0.030 0.053 
8795 NS-BAD10X12    (0)   148 :  0.029 0.024 0.012 0.694 0.171 0.070 
8796 NS-BAD10X13    (0)   148 :  0.161 0.060 0.026 0.535 0.195 0.023 
8797 NS-BAD10X14    (0)   148 :  0.016 0.014 0.010 0.894 0.048 0.018 
8798 NS-BAD10X15    (0)   148 :  0.357 0.041 0.056 0.424 0.081 0.041 
8799 NS-BAD10X16    (0)   148 :  0.255 0.060 0.014 0.421 0.169 0.081 
8800 NS-BAD10X17    (0)   148 :  0.101 0.042 0.040 0.434 0.131 0.252 
8801 NS-BAD10X18    (0)   148 :  0.038 0.398 0.044 0.202 0.174 0.145 
8802 NS-BAD10X19    (0)   148 :  0.019 0.016 0.015 0.396 0.535 0.019 
8803 NS-BAD10X20    (0)   148 :  0.274 0.038 0.028 0.491 0.132 0.037 
8804 NS-BAD10X21    (0)   148 :  0.019 0.034 0.012 0.854 0.060 0.021 
8805 NS-BAD10X22    (0)   148 :  0.035 0.072 0.063 0.676 0.107 0.047 
8806 NS-BAD10X23    (0)   148 :  0.057 0.043 0.016 0.709 0.150 0.025 
8807 NS-BAD10X24    (0)   148 :  0.023 0.018 0.047 0.868 0.032 0.012 
8808 NS-BAD10X25    (0)   148 :  0.046 0.152 0.040 0.606 0.080 0.076 
8809 NS-BAD10X26    (0)   148 :  0.088 0.026 0.028 0.774 0.060 0.024 
8810 NS-BAD10X27    (0)   148 :  0.021 0.668 0.032 0.108 0.134 0.038 
8811 NS-BAD10X28    (0)   148 :  0.014 0.037 0.017 0.500 0.218 0.214 
8812 NS-BAD10X29    (0)   148 :  0.381 0.038 0.014 0.493 0.039 0.035 
8813 NS-BAD10X30    (0)   148 :  0.507 0.063 0.026 0.316 0.064 0.023 
8814 NS-BAD10X31    (0)   148 :  0.748 0.023 0.015 0.157 0.042 0.015 
8815 NS-BAD10X32    (0)   148 :  0.024 0.041 0.048 0.756 0.036 0.095 
8816 NS-BAD10X33    (0)   148 :  0.277 0.110 0.028 0.249 0.270 0.065 
8817 NS-BAD10X34    (0)   148 :  0.022 0.052 0.013 0.634 0.197 0.082 
8818 NS-BAD10X35    (0)   148 :  0.020 0.018 0.013 0.916 0.019 0.014 
8819 NS-BAD10X36    (0)   148 :  0.037 0.021 0.023 0.875 0.024 0.020 
8820 NS-BAD10X37    (0)   148 :  0.084 0.034 0.025 0.784 0.024 0.049 
8821 NS-BAD10X38    (0)   148 :  0.068 0.023 0.021 0.832 0.033 0.024 
8822 NS-BAD10X39    (0)   148 :  0.863 0.031 0.019 0.024 0.035 0.029 
8823 NS-BAD10X40    (0)   148 :  0.048 0.102 0.155 0.414 0.069 0.212 
8824 NS-BAD10X41    (0)   148 :  0.033 0.023 0.016 0.841 0.052 0.035 
8825 NS-BAD10X42    (0)   148 :  0.035 0.026 0.014 0.882 0.024 0.019 
8826 NS-BAD10X43    (0)   148 :  0.083 0.050 0.214 0.220 0.377 0.055 
8827 NS-BAD10X44    (0)   148 :  0.048 0.020 0.017 0.866 0.024 0.026 
8828 NS-BAD10X45    (0)   148 :  0.037 0.043 0.023 0.192 0.652 0.053 
8829 NS-BAD10X46    (0)   148 :  0.052 0.036 0.018 0.793 0.057 0.043 
8830 NS-BAD10X47    (0)   148 :  0.025 0.025 0.026 0.826 0.069 0.029 
8831 NS-BAD10X48    (0)   148 :  0.063 0.106 0.022 0.352 0.086 0.371 
8832 NS-BAD10X49    (0)   148 :  0.411 0.045 0.024 0.345 0.023 0.152 
8833 NS-BAD10X50    (0)   148 :  0.015 0.023 0.024 0.690 0.220 0.029 
8834 NS-BAD10X51    (0)   148 :  0.016 0.034 0.018 0.870 0.046 0.016 
8835 NS-BAD10X52    (0)   148 :  0.148 0.076 0.015 0.203 0.445 0.115 
8836 NS-NRA0607X    (0)   149 :  0.329 0.081 0.027 0.327 0.169 0.068 
8837 NS-NRA0607X    (0)   149 :  0.144 0.057 0.024 0.497 0.076 0.203 
8838 NS-NRA0607X    (0)   149 :  0.035 0.037 0.019 0.839 0.042 0.028 
8839 NS-NRA0607X    (0)   149 :  0.239 0.016 0.009 0.672 0.051 0.013 
8840 NS-NRA0607X    (0)   149 :  0.072 0.071 0.028 0.499 0.175 0.154 
8841 NS-NRA0607X   (13)   149 :  0.033 0.045 0.021 0.825 0.037 0.038 
8842 NS-NRA0607X    (0)   149 :  0.024 0.021 0.021 0.769 0.125 0.040 
8843 NS-NRA0607X    (6)   149 :  0.044 0.089 0.012 0.773 0.049 0.032 
8844 NS-NRA0607X    (0)   149 :  0.042 0.017 0.010 0.766 0.142 0.023 
8845 NS-NRA0607X    (0)   149 :  0.036 0.023 0.041 0.062 0.258 0.581 
8846 NS-NRA0607X    (0)   149 :  0.060 0.037 0.015 0.079 0.050 0.759 
8847 NS-NRA0607X    (0)   149 :  0.131 0.099 0.025 0.559 0.125 0.061 
8848 NS-NRA0607X    (6)   149 :  0.060 0.018 0.015 0.681 0.191 0.033 
8849 NS-NRA0607X    (0)   149 :  0.063 0.043 0.029 0.752 0.043 0.070 
8850 NS-NRA0607X    (0)   149 :  0.037 0.036 0.021 0.819 0.059 0.028 
8851 NS-NRA0607X    (0)   149 :  0.021 0.019 0.032 0.402 0.483 0.044 
8852 NS-NRA0607X    (0)   149 :  0.448 0.034 0.022 0.247 0.219 0.029 
8853 NS-NRA0607X    (0)   149 :  0.055 0.108 0.011 0.588 0.081 0.156 
8854 NS-NRA0607X    (0)   149 :  0.057 0.047 0.020 0.734 0.085 0.057 
8855 NS-NRA0607X    (0)   149 :  0.065 0.087 0.027 0.713 0.087 0.021 
8856 NS-NRA0607X    (0)   149 :  0.053 0.137 0.026 0.282 0.371 0.131 
8857 NS-NRA0607X    (0)   149 :  0.023 0.035 0.012 0.408 0.502 0.019 
8858 NS-NRA0607X    (0)   149 :  0.027 0.130 0.012 0.720 0.077 0.035 
8859 NS-NRA0607X    (0)   149 :  0.044 0.015 0.015 0.869 0.040 0.017 
8860 NS-NRA0607X    (0)   149 :  0.085 0.049 0.052 0.363 0.366 0.085 
8861 NS-NRA0607X    (0)   149 :  0.089 0.075 0.028 0.568 0.212 0.028 
8862 NS-NRA0607X    (0)   149 :  0.102 0.324 0.047 0.359 0.084 0.085 
8863 NS-NRA0607X    (0)   149 :  0.024 0.062 0.015 0.164 0.687 0.047 
8864 NS-NRA0607X    (6)   149 :  0.035 0.024 0.016 0.828 0.023 0.074 
8865 NS-NRA0607X    (0)   149 :  0.025 0.023 0.017 0.794 0.024 0.118 
8866 NS-NRA0607X    (0)   149 :  0.064 0.043 0.013 0.799 0.047 0.034 
8867 NS-NRA0607X    (0)   149 :  0.113 0.033 0.020 0.364 0.425 0.045 
8868 NS-NRA0607X    (0)   149 :  0.071 0.124 0.015 0.181 0.508 0.101 
8869 NS-NRA0607X   (13)   149 :  0.106 0.020 0.022 0.740 0.081 0.030 
8870 NS-NRA0607X   (13)   149 :  0.615 0.026 0.023 0.228 0.071 0.037 
8871 NS-NRA0607X    (0)   149 :  0.074 0.022 0.028 0.816 0.033 0.028 
8872 NS-NRA0607X    (6)   149 :  0.103 0.168 0.021 0.453 0.226 0.030 
8873 NS-NRA0607X    (0)   149 :  0.030 0.022 0.013 0.430 0.476 0.029 
8874 NS-NRA0607X    (0)   149 :  0.024 0.026 0.012 0.319 0.533 0.086 
8875 NS-NRA0607X    (0)   149 :  0.032 0.045 0.018 0.066 0.810 0.029 
8876 NS-NRA0607X    (0)   149 :  0.025 0.018 0.011 0.837 0.094 0.015 
