This is a job step 6


----------------------------------------------------
STRUCTURE by Pritchard, Stephens and Donnelly (2000)
     and Falush, Stephens and Pritchard (2003)
       Code by Pritchard, Falush and Hubisz
             Version 2.3.4 (Jul 2012)
----------------------------------------------------


Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/mainparamsfiles/mainparamsbigfile".
datafile is
/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str
Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/extraparams_bigfile".
Note: RANDOMIZE is set to 1. The random number generator will be initialized using the system clock, ignoring any specified value of SEED.
Reading file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str".


Data file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str" (truncated) --

Ind:   Label Pop : Genotype_data . . . .
  1: QC-ANG-01    1  :110 167 287 296 254 146 173  . . . . 291
  1: QC-ANG-01    1  :110 179 295 312 358 210 175  . . . . 315
  2: QC-ANG-11    1  :130 171 291 312 322 210 193  . . . . 283
  2: QC-ANG-11    1  :130 175 303 336 338 242 199  . . . . 303
  3: QC-ANG-12    1  :106 175 279 312 278 198 171  . . . . 315
  3: QC-ANG-12    1  :130 191 307 372 342 210 201  . . . . 319
  4: QC-ANG-13    1  :128 159 291 320 314 214 159  . . . . 287
  4: QC-ANG-13    1  :128 167 295 344 326 254 201  . . . . 315

      *******   

9141: US-NA11574  153  :122 203 283 312 254 198 173  . . . . 303
9141: US-NA11574  153  :128 203 303 340 290 206 173  . . . . 307
9142: US-NA11575  153  :122 167 283 300 254 214 173  . . . . 295
9142: US-NA11575  153  :128 167 303 336 290 298 173  . . . . 339

Number of alleles per locus: min=15; ave=39.8; max=91


--------------------------------------

Finished initialization; starting MCMC 
1000000 iterations + 100000 burnin


--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 6 clusters

Given    Inferred Clusters                            Number of
 Pop       1      2      3      4      5      6      Individuals
7067 NL-WAB-3595    (0)   118 :  0.063 0.028 0.036 0.024 0.023 0.826 
7068 NL-WAB-3596    (0)   118 :  0.030 0.050 0.032 0.049 0.049 0.791 
7069 NL-WAB-3597    (0)   118 :  0.059 0.183 0.044 0.029 0.044 0.641 
7070 NL-WAB-3598    (0)   118 :  0.045 0.022 0.042 0.022 0.053 0.817 
7071 NL-WAB-3599    (0)   118 :  0.074 0.426 0.046 0.031 0.085 0.338 
7072 NL-WBR-1384    (0)   119 :  0.681 0.052 0.034 0.053 0.029 0.151 
7073 NL-WBR-1385    (6)   119 :  0.020 0.088 0.050 0.047 0.127 0.668 
7074 NL-WBR-1386    (0)   119 :  0.173 0.029 0.046 0.076 0.490 0.187 
7075 NL-WBR-1387    (0)   119 :  0.079 0.060 0.617 0.026 0.032 0.187 
7076 NL-WBR-1388   (20)   119 :  0.133 0.065 0.219 0.262 0.224 0.097 
7077 NL-WBR-1389    (6)   119 :  0.020 0.064 0.043 0.017 0.806 0.049 
7078 NL-WBR-1390    (0)   119 :  0.120 0.147 0.179 0.336 0.115 0.104 
7079 NL-WBR-1391    (6)   119 :  0.230 0.268 0.022 0.068 0.057 0.355 
7080 NL-WBR-1392    (0)   119 :  0.225 0.065 0.214 0.090 0.276 0.130 
7081 NL-WBR-1393   (40)   119 :  0.063 0.024 0.102 0.140 0.036 0.634 
7082 NL-WBR-1394    (0)   119 :  0.193 0.024 0.143 0.182 0.072 0.386 
7083 NL-WBR-1395    (0)   119 :  0.055 0.015 0.113 0.194 0.075 0.548 
7084 NL-WBR-1396    (6)   119 :  0.136 0.028 0.026 0.068 0.061 0.681 
7085 NL-WBR-1397    (0)   119 :  0.701 0.087 0.045 0.093 0.031 0.043 
7086 NL-WBR-1398    (0)   119 :  0.200 0.111 0.146 0.124 0.260 0.159 
7087 NL-WBR-1399    (6)   119 :  0.354 0.025 0.255 0.129 0.049 0.188 
7088 NL-WBR-1300   (20)   119 :  0.096 0.074 0.060 0.110 0.398 0.261 
7089 NL-WBR-1301    (0)   119 :  0.111 0.043 0.124 0.143 0.027 0.552 
7090 NL-WBR-1302   (13)   119 :  0.136 0.027 0.064 0.034 0.120 0.619 
7091 NL-WBR-1304    (0)   119 :  0.039 0.014 0.022 0.019 0.023 0.884 
7092 NL-WBR-1305    (6)   119 :  0.067 0.366 0.159 0.160 0.051 0.198 
7093 NL-WBR-1306    (6)   119 :  0.125 0.018 0.036 0.113 0.637 0.071 
7094 NL-WBR-1307    (6)   119 :  0.204 0.119 0.026 0.537 0.054 0.060 
7095 NL-WBR-1308    (6)   119 :  0.053 0.067 0.104 0.425 0.155 0.196 
7096 NL-WBR-1309   (20)   119 :  0.382 0.074 0.090 0.117 0.207 0.129 
7097 NL-WBR-1310    (0)   119 :  0.037 0.065 0.313 0.015 0.542 0.029 
7098 NL-WBR-1311   (40)   119 :  0.110 0.044 0.051 0.192 0.116 0.487 
7099 NL-WBR-1312   (40)   119 :  0.185 0.120 0.152 0.069 0.050 0.424 
7100 NL-WBR-1314   (26)   119 :  0.063 0.482 0.082 0.071 0.086 0.216 
7101 NL-WBR-1315   (46)   119 :  0.234 0.061 0.151 0.093 0.035 0.425 
7102 NL-WBR-1319   (26)   119 :  0.043 0.076 0.068 0.046 0.033 0.734 
7103 NL-WBR-1320   (40)   119 :  0.173 0.031 0.311 0.057 0.030 0.397 
7104 NL-WBR-1321   (26)   119 :  0.399 0.181 0.123 0.099 0.060 0.138 
7105 NL-WBR-1323   (26)   119 :  0.181 0.155 0.277 0.073 0.091 0.224 
7106 NL-WBR-1325   (13)   119 :  0.041 0.044 0.510 0.032 0.093 0.280 
7107 NL-WBR-1326    (0)   119 :  0.049 0.806 0.026 0.034 0.016 0.068 
7108 NL-WBR-1327   (46)   119 :  0.114 0.200 0.172 0.077 0.123 0.314 
7109 NL-WBR-1328   (13)   119 :  0.079 0.144 0.081 0.019 0.162 0.515 
7110 NL-WBR-1329   (20)   119 :  0.219 0.026 0.505 0.052 0.079 0.117 
7111 NL-WBR-1330    (6)   119 :  0.065 0.113 0.032 0.079 0.032 0.679 
7112 NL-WBR-1331   (46)   119 :  0.085 0.316 0.378 0.033 0.140 0.047 
7113 NL-WBR-1332   (33)   119 :  0.036 0.179 0.056 0.020 0.245 0.464 
7114 NL-WBR-1333    (6)   119 :  0.046 0.039 0.058 0.047 0.044 0.766 
7115 NL-WBR-1335    (0)   119 :  0.055 0.057 0.111 0.021 0.711 0.045 
7116 NL-WBR-1336   (26)   119 :  0.174 0.050 0.409 0.080 0.028 0.259 
7117 NL-WBR-1338   (13)   119 :  0.247 0.023 0.080 0.289 0.117 0.243 
7118 NL-WBR-1339   (13)   119 :  0.070 0.364 0.202 0.075 0.186 0.103 
7119 NL-WBR-1340    (0)   119 :  0.053 0.057 0.079 0.090 0.681 0.040 
7120 NL-WBR-1341   (13)   119 :  0.202 0.141 0.160 0.032 0.049 0.416 
7121 NL-WBR-1342   (13)   119 :  0.204 0.022 0.071 0.053 0.036 0.614 
7122 NL-WBR-1343    (0)   119 :  0.627 0.029 0.018 0.035 0.026 0.265 
7123 NL-WBR-1344    (0)   119 :  0.166 0.113 0.026 0.128 0.028 0.540 
7124 NL-WBR-1345    (0)   119 :  0.369 0.035 0.051 0.146 0.167 0.232 
7125 NL-WBR-1346    (0)   119 :  0.082 0.043 0.055 0.038 0.706 0.076 
7126 NL-WBR-1347   (20)   119 :  0.318 0.020 0.033 0.056 0.053 0.520 
7127 NL-WBR-1348    (0)   119 :  0.030 0.285 0.242 0.194 0.023 0.226 
7128 NL-WBR-1349   (20)   119 :  0.080 0.017 0.018 0.063 0.015 0.806 
7129 NL-WBR-1350    (0)   119 :  0.026 0.209 0.104 0.287 0.332 0.043 
7130 NL-WBR-1351    (6)   119 :  0.239 0.061 0.074 0.378 0.113 0.135 
7131 NL-WBR-1352    (0)   119 :  0.077 0.486 0.028 0.326 0.034 0.048 
7132 NL-WBR-1353    (0)   119 :  0.062 0.110 0.038 0.023 0.495 0.272 
7133 NL-WBR-1354    (6)   119 :  0.048 0.192 0.261 0.034 0.190 0.275 
7134 NL-WBR-1355    (0)   119 :  0.142 0.093 0.254 0.082 0.353 0.074 
7135 NL-WBR-1356    (0)   119 :  0.099 0.106 0.244 0.098 0.062 0.392 
7136 NL-WBR-1357   (13)   119 :  0.026 0.532 0.205 0.037 0.091 0.109 
7137 NL-WBR-1358   (20)   119 :  0.199 0.431 0.107 0.032 0.146 0.085 
7138 NL-WBR-1359   (33)   119 :  0.358 0.049 0.158 0.049 0.205 0.181 
7139 NL-WBR-1360    (6)   119 :  0.092 0.383 0.135 0.025 0.086 0.280 
7140 NL-WBR-1361    (0)   119 :  0.131 0.659 0.049 0.044 0.073 0.044 
7141 NL-WBR-1362   (33)   119 :  0.045 0.040 0.048 0.040 0.072 0.755 
7142 NL-WBR-1363   (13)   119 :  0.141 0.047 0.412 0.270 0.075 0.054 
7143 NL-WBR-1364    (6)   119 :  0.074 0.223 0.079 0.023 0.198 0.403 
7144 NL-WBR-1365    (0)   119 :  0.077 0.120 0.229 0.083 0.236 0.256 
7145 NL-WBR-1366   (13)   119 :  0.355 0.166 0.105 0.172 0.046 0.155 
7146 NL-WBR-1367    (6)   119 :  0.111 0.167 0.573 0.022 0.080 0.046 
7147 NL-WBR-1368    (0)   119 :  0.120 0.075 0.082 0.024 0.063 0.636 
7148 NL-WBR-1369    (0)   119 :  0.702 0.069 0.028 0.016 0.155 0.030 
7149 NL-WBR-1370   (33)   119 :  0.120 0.192 0.120 0.070 0.059 0.439 
7150 NL-WBR-1372    (6)   119 :  0.088 0.043 0.232 0.193 0.035 0.409 
7151 NL-WBR-1373    (0)   119 :  0.843 0.022 0.028 0.054 0.033 0.020 
7152 NL-WBR-1374    (0)   119 :  0.518 0.024 0.200 0.123 0.062 0.073 
7153 NL-WBR-1375    (0)   119 :  0.107 0.055 0.044 0.056 0.021 0.718 
7154 NL-WBR-1376   (26)   119 :  0.056 0.037 0.032 0.064 0.025 0.786 
7155 NL-WBR-1377    (6)   119 :  0.560 0.086 0.162 0.057 0.062 0.073 
7156 NL-WBR-1378    (0)   119 :  0.025 0.621 0.088 0.069 0.064 0.133 
7157 NL-WBR-1379    (0)   119 :  0.068 0.085 0.159 0.043 0.099 0.546 
7158 NL-WBR-1380    (0)   119 :  0.672 0.043 0.040 0.053 0.049 0.143 
7159 NL-WBR-1381    (0)   119 :  0.056 0.076 0.025 0.734 0.029 0.079 
7160 NL-WBR-1382    (0)   119 :  0.046 0.040 0.114 0.049 0.027 0.724 
7161 NL-WBR-1383    (6)   119 :  0.105 0.326 0.056 0.074 0.059 0.382 
7162 NS-NSH00X1    (0)   120 :  0.088 0.086 0.259 0.080 0.224 0.262 
7163 NS-NSH00X2   (20)   120 :  0.066 0.021 0.289 0.019 0.572 0.033 
7164 NS-NSH00X3    (0)   120 :  0.166 0.495 0.082 0.022 0.062 0.173 
7165 NS-NSH00X4    (0)   120 :  0.037 0.732 0.072 0.054 0.030 0.075 
7166 NS-NSH00X5    (6)   120 :  0.046 0.383 0.323 0.051 0.088 0.110 
7167 NS-NSH00X6    (0)   120 :  0.260 0.054 0.051 0.014 0.259 0.363 
7168 NS-NSH00X7   (20)   120 :  0.384 0.055 0.097 0.102 0.088 0.275 
7169 NS-NSH00X8   (13)   120 :  0.051 0.130 0.110 0.489 0.116 0.105 
7170 NS-NSH00X9   (13)   120 :  0.320 0.222 0.314 0.016 0.090 0.037 
7171 NS-NSH00X10   (13)   120 :  0.030 0.378 0.263 0.022 0.280 0.028 
7172 NS-NSH00X11    (6)   120 :  0.040 0.013 0.139 0.270 0.511 0.027 
7173 NS-NSH00X12   (13)   120 :  0.040 0.056 0.073 0.039 0.742 0.050 
7174 NS-NSH00X13    (6)   120 :  0.063 0.071 0.194 0.061 0.118 0.493 
7175 NS-NSH00X14    (6)   120 :  0.104 0.039 0.377 0.084 0.112 0.284 
7176 NS-NSH00X15    (6)   120 :  0.041 0.356 0.119 0.096 0.290 0.097 
7177 NS-NSH00X16   (13)   120 :  0.132 0.071 0.041 0.042 0.076 0.639 
7178 NS-NSH00X17    (0)   120 :  0.104 0.455 0.088 0.165 0.163 0.025 
7179 NS-NSH00X18   (13)   120 :  0.086 0.161 0.063 0.395 0.259 0.036 
7180 NS-NSH00X19   (13)   120 :  0.111 0.115 0.074 0.056 0.074 0.570 
7181 NS-NSH00X20    (0)   120 :  0.032 0.124 0.716 0.016 0.096 0.016 
7182 NS-NSH00X21   (13)   120 :  0.090 0.146 0.473 0.107 0.123 0.060 
7183 NS-NSH00X22   (20)   120 :  0.068 0.124 0.166 0.137 0.270 0.236 
7184 NS-NSH00X23    (0)   120 :  0.021 0.739 0.164 0.030 0.028 0.017 
7185 NS-NSH00X24   (20)   120 :  0.057 0.095 0.127 0.021 0.667 0.033 
7186 NS-NSH00X25    (0)   120 :  0.115 0.178 0.357 0.035 0.167 0.148 
7187 NS-NSH00X26    (0)   120 :  0.223 0.087 0.315 0.041 0.127 0.207 
7188 NS-NSH00X27    (0)   120 :  0.030 0.309 0.195 0.150 0.140 0.176 
7189 NS-NSH00X28    (0)   120 :  0.032 0.066 0.054 0.020 0.795 0.033 
7190 NS-NSH00X29    (0)   120 :  0.110 0.144 0.051 0.163 0.035 0.497 
7191 NS-NSH00X30    (0)   120 :  0.239 0.108 0.045 0.367 0.116 0.125 
7192 NS-NSH00X31    (0)   120 :  0.036 0.074 0.106 0.046 0.554 0.184 
7193 NS-NSH00X32    (0)   120 :  0.027 0.025 0.331 0.018 0.028 0.572 
7194 NS-NSH00X33    (0)   120 :  0.268 0.130 0.107 0.153 0.163 0.180 
7195 NS-NSH00X34    (0)   120 :  0.072 0.088 0.116 0.073 0.565 0.086 
7196 NS-NSH00X35    (0)   120 :  0.073 0.164 0.115 0.082 0.064 0.502 
7197 NS-NSH00X36    (0)   120 :  0.063 0.059 0.290 0.050 0.483 0.054 
7198 NS-NSH00X37    (0)   120 :  0.472 0.039 0.327 0.015 0.043 0.104 
7199 NS-NSH00X38    (0)   120 :  0.028 0.065 0.099 0.723 0.044 0.041 
7200 NS-NSH00X39    (6)   120 :  0.028 0.052 0.798 0.043 0.037 0.042 
7201 NS-NSH00X40    (0)   120 :  0.070 0.249 0.169 0.203 0.230 0.078 
7202 NS-NSH00X41    (0)   120 :  0.083 0.099 0.370 0.057 0.342 0.049 
7203 NS-NSH00X42    (0)   120 :  0.134 0.241 0.312 0.040 0.153 0.120 
7204 NS-NSH00X43    (0)   120 :  0.043 0.032 0.121 0.623 0.114 0.066 
7205 NS-NSH00X44    (0)   120 :  0.109 0.273 0.372 0.074 0.113 0.060 
7206 NS-NSH00X45    (0)   120 :  0.018 0.118 0.769 0.027 0.037 0.031 
7207 NS-NSH00X46    (0)   120 :  0.070 0.262 0.119 0.102 0.316 0.131 
7208 NS-NSH00X47    (0)   120 :  0.046 0.079 0.150 0.017 0.674 0.034 
7209 NS-NSH00X48    (0)   120 :  0.021 0.025 0.042 0.799 0.079 0.034 
7210 NS-NSH00X49    (0)   120 :  0.042 0.617 0.058 0.119 0.132 0.031 
7211 NS-NSH00X50    (0)   120 :  0.128 0.284 0.057 0.207 0.214 0.109 
7212 NS-NSH00X51    (0)   120 :  0.037 0.476 0.145 0.070 0.176 0.096 
7213 NS-NSH00X52    (0)   120 :  0.101 0.026 0.169 0.035 0.625 0.044 
7214 NS-NSH00X53    (0)   120 :  0.028 0.825 0.045 0.022 0.055 0.026 
7215 NS-NSH00X54    (0)   120 :  0.246 0.160 0.093 0.131 0.159 0.211 
7216 NS-NSH00X55    (0)   120 :  0.038 0.640 0.089 0.038 0.142 0.053 
7217 NS-NSH00X56    (0)   120 :  0.051 0.373 0.201 0.029 0.279 0.066 
7218 NS-NSH00X57    (0)   120 :  0.015 0.084 0.052 0.166 0.660 0.023 
7219 NS-NSH00X58    (0)   120 :  0.023 0.021 0.065 0.019 0.082 0.791 
7220 NS-NSH00X59    (0)   120 :  0.072 0.293 0.113 0.048 0.382 0.092 
7221 NS-NSH00X60    (0)   120 :  0.102 0.069 0.526 0.137 0.074 0.093 
7222 NS-NSH00X61    (0)   120 :  0.020 0.208 0.442 0.021 0.168 0.142 
7223 NS-NSH00X62    (0)   120 :  0.036 0.147 0.039 0.030 0.715 0.033 
7224 NS-NSH00X63    (0)   120 :  0.032 0.099 0.074 0.314 0.412 0.069 
7225 NS-NSH00X64    (0)   120 :  0.084 0.137 0.112 0.019 0.629 0.019 
7226 NS-NSH00X65    (0)   120 :  0.040 0.135 0.616 0.048 0.124 0.037 
7227 NS-NSH00X66    (0)   120 :  0.060 0.117 0.114 0.335 0.218 0.156 
7228 NS-NSH00X67    (0)   120 :  0.048 0.072 0.749 0.016 0.094 0.020 
7229 NS-NSH00X68    (0)   120 :  0.054 0.122 0.052 0.082 0.607 0.082 
7230 NS-NSH00X69    (0)   120 :  0.017 0.350 0.228 0.061 0.263 0.081 
7231 NS-NSH00X70    (0)   120 :  0.088 0.098 0.225 0.236 0.221 0.132 
7232 NS-STW01X1    (0)   121 :  0.090 0.035 0.381 0.042 0.085 0.367 
7233 NS-STW01X2    (0)   121 :  0.440 0.063 0.114 0.031 0.300 0.052 
7234 NS-STW01X3    (0)   121 :  0.059 0.030 0.685 0.029 0.134 0.062 
7235 NS-STW01X4    (0)   121 :  0.221 0.137 0.225 0.021 0.279 0.116 
7236 NS-STW01X5    (0)   121 :  0.077 0.030 0.432 0.065 0.067 0.328 
7237 NS-STW01X6    (0)   121 :  0.037 0.028 0.064 0.025 0.793 0.053 
7238 NS-STW01X7    (0)   121 :  0.136 0.031 0.639 0.067 0.087 0.041 
7239 NS-STW01X8    (0)   121 :  0.123 0.037 0.341 0.326 0.080 0.094 
7240 NS-STW01X9    (0)   121 :  0.193 0.015 0.079 0.025 0.643 0.045 
7241 NS-STW01X10    (0)   121 :  0.057 0.020 0.791 0.024 0.087 0.020 
7242 NS-STW01X11    (0)   121 :  0.026 0.049 0.036 0.012 0.848 0.030 
7243 NS-STW01X12   (13)   121 :  0.034 0.054 0.428 0.022 0.436 0.027 
7244 NS-STW01X13    (0)   121 :  0.402 0.036 0.246 0.070 0.214 0.031 
7245 NS-STW01X14    (0)   121 :  0.015 0.028 0.767 0.059 0.088 0.042 
7246 NS-STW01X15    (0)   121 :  0.023 0.035 0.686 0.053 0.145 0.057 
7247 NS-STW01X16    (0)   121 :  0.089 0.028 0.068 0.028 0.764 0.023 
7248 NS-STW01X17    (0)   121 :  0.082 0.101 0.422 0.050 0.172 0.173 
7249 NS-STW01X18    (0)   121 :  0.196 0.044 0.477 0.032 0.116 0.135 
7250 NS-STW01X19    (0)   121 :  0.032 0.043 0.384 0.022 0.069 0.450 
7251 NS-STW01X20    (0)   121 :  0.070 0.034 0.149 0.014 0.708 0.025 
7252 NS-STW01X21    (0)   121 :  0.125 0.226 0.489 0.049 0.067 0.043 
7253 NS-STW01X22    (0)   121 :  0.177 0.037 0.282 0.070 0.185 0.249 
7254 NS-STW01X23    (0)   121 :  0.208 0.130 0.386 0.167 0.054 0.055 
7255 NS-STW01X24    (6)   121 :  0.039 0.650 0.081 0.018 0.152 0.060 
7256 NS-STW01X25    (0)   121 :  0.019 0.035 0.427 0.029 0.456 0.034 
7257 NS-STW01X26    (6)   121 :  0.032 0.021 0.060 0.051 0.751 0.085 
7258 NS-STW01X27    (0)   121 :  0.054 0.014 0.797 0.029 0.032 0.074 
7259 NS-STW01X28    (0)   121 :  0.068 0.060 0.044 0.019 0.776 0.033 
7260 NS-STW01X29    (0)   121 :  0.185 0.084 0.537 0.041 0.092 0.060 
7261 NS-STW01X30    (0)   121 :  0.078 0.062 0.613 0.029 0.154 0.064 
7262 NS-STW01X31    (0)   121 :  0.102 0.039 0.704 0.022 0.088 0.045 
7263 NS-STW01X32    (0)   121 :  0.026 0.040 0.703 0.016 0.172 0.044 
7264 NS-STW01X33    (0)   121 :  0.014 0.255 0.184 0.029 0.112 0.406 
7265 NS-STW01X34    (0)   121 :  0.106 0.034 0.599 0.020 0.069 0.172 
7266 NS-STW01X35    (0)   121 :  0.223 0.058 0.375 0.042 0.221 0.080 
7267 NS-STW01X36    (0)   121 :  0.113 0.027 0.569 0.032 0.200 0.059 
7268 NS-STW01X37    (0)   121 :  0.053 0.018 0.060 0.030 0.795 0.044 
7269 NS-STW01X38    (0)   121 :  0.044 0.046 0.254 0.021 0.546 0.089 
7270 NS-STW01X39    (0)   121 :  0.088 0.042 0.515 0.076 0.104 0.175 
7271 NS-STW01X40    (0)   121 :  0.085 0.023 0.523 0.013 0.322 0.034 
7272 NS-STW01X41    (0)   121 :  0.192 0.067 0.186 0.054 0.208 0.292 
7273 NS-STW01X42    (0)   121 :  0.149 0.203 0.161 0.042 0.291 0.154 
7274 NS-STW01X43    (0)   121 :  0.220 0.054 0.303 0.030 0.181 0.212 
7275 NS-STW01X44    (0)   121 :  0.017 0.029 0.221 0.022 0.679 0.032 
7276 NS-STW01X45    (6)   121 :  0.175 0.061 0.087 0.024 0.372 0.281 
7277 NS-STW01X46    (0)   121 :  0.018 0.043 0.752 0.025 0.135 0.027 
7278 NS-STW01X47    (0)   121 :  0.049 0.020 0.764 0.053 0.083 0.030 
7279 NS-STW01X48    (6)   121 :  0.111 0.054 0.062 0.045 0.550 0.178 
7280 NS-STW01X49    (0)   121 :  0.096 0.153 0.124 0.074 0.474 0.080 
7281 NS-STW01X50    (0)   121 :  0.149 0.030 0.516 0.034 0.170 0.101 
7282 NS-STW01X51    (0)   121 :  0.045 0.085 0.665 0.035 0.037 0.134 
7283 NS-STW01X52    (0)   121 :  0.042 0.038 0.665 0.029 0.187 0.040 
7284 NS-STW01X53    (6)   121 :  0.432 0.034 0.070 0.025 0.275 0.164 
7285 NS-STW01X54    (0)   121 :  0.022 0.037 0.460 0.052 0.135 0.293 
7286 NS-STW01X55    (0)   121 :  0.040 0.025 0.081 0.059 0.701 0.092 
7287 NS-STW01X56    (6)   121 :  0.131 0.063 0.040 0.015 0.712 0.039 
7288 NS-STW01X57    (0)   121 :  0.112 0.134 0.072 0.202 0.216 0.264 
7289 NS-STW01X58    (0)   121 :  0.047 0.036 0.656 0.035 0.176 0.050 
7290 NS-STW01X59    (0)   121 :  0.123 0.030 0.142 0.128 0.528 0.048 
7291 NS-STW01X60    (6)   121 :  0.159 0.103 0.276 0.027 0.380 0.054 
7292 NS-STW01X61    (0)   121 :  0.023 0.031 0.043 0.014 0.872 0.016 
7293 NS-STW01X62    (0)   121 :  0.165 0.082 0.119 0.037 0.513 0.085 
7294 NS-STW01X63    (0)   121 :  0.118 0.074 0.470 0.170 0.112 0.057 
7295 NS-STW01X64    (0)   121 :  0.050 0.164 0.411 0.037 0.312 0.027 
7296 NS-STW01X65    (0)   121 :  0.165 0.015 0.522 0.036 0.212 0.051 
7297 NS-STW01X66    (6)   121 :  0.205 0.053 0.270 0.031 0.112 0.329 
7298 NS-STW01X67    (0)   121 :  0.080 0.085 0.284 0.032 0.434 0.085 
7299 NS-STW01X68    (0)   121 :  0.200 0.174 0.249 0.024 0.221 0.133 
7300 NS-STW01X69    (0)   121 :  0.153 0.040 0.679 0.016 0.095 0.016 
7301 NS-STW01X70    (0)   121 :  0.054 0.079 0.621 0.107 0.083 0.056 
7302 NS-STW01X71    (0)   121 :  0.025 0.032 0.733 0.025 0.167 0.018 
7303 NS-STW01X72    (0)   121 :  0.301 0.020 0.074 0.020 0.491 0.095 
7304 NS-STW01X73    (0)   121 :  0.042 0.033 0.134 0.019 0.737 0.036 
7305 NS-STW01X74    (0)   121 :  0.212 0.035 0.499 0.112 0.096 0.046 
7306 NS-STW01X75    (0)   121 :  0.013 0.038 0.857 0.011 0.048 0.032 
7307 NS-STW01X76    (0)   121 :  0.026 0.020 0.821 0.015 0.103 0.015 
7308 NS-STW01X77    (0)   121 :  0.184 0.138 0.124 0.043 0.449 0.062 
7309 NS-STW01X78    (0)   121 :  0.037 0.028 0.053 0.022 0.846 0.015 
7310 NS-STW01X79    (6)   121 :  0.054 0.173 0.340 0.060 0.218 0.155 
7311 NS-STW01X80    (0)   121 :  0.014 0.042 0.301 0.037 0.550 0.057 
7312 NS-STW01X81    (0)   121 :  0.134 0.037 0.726 0.038 0.043 0.022 
7313 NS-STW01X82    (0)   121 :  0.045 0.033 0.368 0.033 0.139 0.381 
7314 NS-GAK02X1    (0)   122 :  0.248 0.147 0.422 0.062 0.050 0.071 
7315 NS-GAK02X2    (0)   122 :  0.055 0.617 0.095 0.026 0.144 0.062 
7316 NS-GAK02X3    (0)   122 :  0.048 0.119 0.098 0.100 0.570 0.065 
7317 NS-GAK02X4    (0)   122 :  0.051 0.371 0.140 0.051 0.367 0.020 
7318 NS-GAK02X5    (0)   122 :  0.102 0.252 0.054 0.022 0.534 0.036 
7319 NS-GAK02X6    (0)   122 :  0.561 0.160 0.053 0.040 0.082 0.104 
7320 NS-GAK02X7    (0)   122 :  0.074 0.094 0.625 0.042 0.137 0.027 
7321 NS-GAK02X8    (0)   122 :  0.043 0.258 0.036 0.047 0.556 0.060 
7322 NS-GAK02X9    (0)   122 :  0.067 0.319 0.272 0.053 0.204 0.085 
7323 NS-GAK02X10    (0)   122 :  0.382 0.100 0.021 0.141 0.055 0.300 
7324 NS-GAK02X11    (0)   122 :  0.233 0.187 0.053 0.186 0.235 0.106 
7325 NS-GAK02X12    (0)   122 :  0.049 0.118 0.055 0.538 0.212 0.029 
7326 NS-GAK02X13    (0)   122 :  0.302 0.326 0.130 0.023 0.190 0.030 
7327 NS-GAK02X14    (0)   122 :  0.228 0.036 0.085 0.028 0.586 0.037 
7328 NS-GAK02X15    (0)   122 :  0.090 0.047 0.099 0.014 0.710 0.040 
7329 NS-GAK02X16    (0)   122 :  0.231 0.296 0.080 0.128 0.232 0.034 
7330 NS-GAK02X17    (0)   122 :  0.355 0.219 0.103 0.021 0.256 0.046 
7331 NS-GAK02X18    (0)   122 :  0.187 0.025 0.195 0.020 0.547 0.025 
7332 NS-GAK02X19    (0)   122 :  0.021 0.032 0.130 0.044 0.750 0.023 
7333 NS-GAK02X20    (0)   122 :  0.048 0.059 0.050 0.032 0.792 0.019 
7334 NS-GAK02X21    (0)   122 :  0.031 0.330 0.171 0.160 0.284 0.025 
7335 NS-GAK02X22    (0)   122 :  0.129 0.074 0.043 0.338 0.256 0.161 
7336 NS-GAK02X23    (0)   122 :  0.495 0.034 0.050 0.156 0.240 0.025 
7337 NS-GAK02X24    (6)   122 :  0.071 0.028 0.043 0.051 0.791 0.015 
7338 NS-GAK02X25    (0)   122 :  0.047 0.108 0.084 0.105 0.635 0.020 
7339 NS-GAK02X26    (0)   122 :  0.080 0.028 0.129 0.071 0.615 0.078 
7340 NS-GAK02X27    (0)   122 :  0.097 0.091 0.064 0.027 0.704 0.017 
7341 NS-GAK02X28    (0)   122 :  0.103 0.155 0.101 0.087 0.292 0.262 
7342 NS-GAK02X29    (0)   122 :  0.166 0.152 0.025 0.029 0.576 0.052 
7343 NS-GAK02X30    (0)   122 :  0.579 0.019 0.075 0.166 0.108 0.053 
7344 NS-GAK02X31    (0)   122 :  0.253 0.090 0.027 0.034 0.355 0.241 
7345 NS-GAK02X32    (0)   122 :  0.095 0.033 0.232 0.055 0.566 0.019 
7346 NS-GAK02X33    (0)   122 :  0.017 0.020 0.016 0.883 0.044 0.021 
7347 NS-GAK02X34    (0)   122 :  0.107 0.122 0.081 0.091 0.524 0.075 
7348 NS-GAK02X35    (0)   122 :  0.050 0.075 0.053 0.041 0.727 0.054 
7349 NS-GAK02X36    (0)   122 :  0.043 0.036 0.212 0.034 0.657 0.018 
7350 NS-GAK02X37    (0)   122 :  0.121 0.056 0.231 0.068 0.498 0.025 
