This is a job step 7


----------------------------------------------------
STRUCTURE by Pritchard, Stephens and Donnelly (2000)
     and Falush, Stephens and Pritchard (2003)
       Code by Pritchard, Falush and Hubisz
             Version 2.3.4 (Jul 2012)
----------------------------------------------------


Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/mainparamsfiles/mainparamsbigfile".
datafile is
/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str
Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/extraparams_bigfile".
Note: RANDOMIZE is set to 1. The random number generator will be initialized using the system clock, ignoring any specified value of SEED.
Reading file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str".


Data file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str" (truncated) --

Ind:   Label Pop : Genotype_data . . . .
  1: QC-ANG-01    1  :110 167 287 296 254 146 173  . . . . 291
  1: QC-ANG-01    1  :110 179 295 312 358 210 175  . . . . 315
  2: QC-ANG-11    1  :130 171 291 312 322 210 193  . . . . 283
  2: QC-ANG-11    1  :130 175 303 336 338 242 199  . . . . 303
  3: QC-ANG-12    1  :106 175 279 312 278 198 171  . . . . 315
  3: QC-ANG-12    1  :130 191 307 372 342 210 201  . . . . 319
  4: QC-ANG-13    1  :128 159 291 320 314 214 159  . . . . 287
  4: QC-ANG-13    1  :128 167 295 344 326 254 201  . . . . 315

      *******   

9141: US-NA11574  153  :122 203 283 312 254 198 173  . . . . 303
9141: US-NA11574  153  :128 203 303 340 290 206 173  . . . . 307
9142: US-NA11575  153  :122 167 283 300 254 214 173  . . . . 295
9142: US-NA11575  153  :128 167 303 336 290 298 173  . . . . 339

Number of alleles per locus: min=15; ave=39.8; max=91


--------------------------------------

Finished initialization; starting MCMC 
1000000 iterations + 100000 burnin


--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 7 clusters

Given    Inferred Clusters                                   Number of
 Pop       1      2      3      4      5      6      7      Individuals
8641 NS-MDV06X57    (0)   145 :  0.042 0.056 0.038 0.746 0.012 0.098 0.009 
8642 NS-MDV06X58    (0)   145 :  0.065 0.354 0.044 0.346 0.021 0.124 0.045 
8643 NS-MDV06X59    (0)   145 :  0.013 0.040 0.023 0.765 0.069 0.076 0.014 
8644 NS-MDV06X60    (0)   145 :  0.015 0.020 0.015 0.826 0.019 0.093 0.012 
8645 NS-MDV06X61    (0)   145 :  0.014 0.025 0.130 0.420 0.295 0.102 0.015 
8646 NS-MDV06X62    (0)   145 :  0.021 0.014 0.010 0.900 0.011 0.027 0.017 
8647 NS-MDV06X63    (0)   145 :  0.021 0.025 0.062 0.459 0.349 0.075 0.009 
8648 NS-MDV06X64    (0)   145 :  0.013 0.017 0.047 0.876 0.014 0.024 0.010 
8649 NS-MDV06X65    (0)   145 :  0.016 0.027 0.014 0.785 0.020 0.122 0.016 
8650 NS-MDV06X66    (0)   145 :  0.026 0.130 0.034 0.621 0.018 0.153 0.018 
8651 NS-MDV06X67    (0)   145 :  0.025 0.030 0.017 0.780 0.042 0.085 0.020 
8652 NS-MDV06X68    (0)   145 :  0.051 0.068 0.056 0.622 0.069 0.116 0.018 
8653 NS-MDV06X69    (0)   145 :  0.020 0.030 0.020 0.617 0.121 0.172 0.020 
8654 NS-MDV06X70    (0)   145 :  0.088 0.119 0.246 0.287 0.183 0.054 0.023 
8655 NS-MDV06X71    (0)   145 :  0.019 0.033 0.018 0.863 0.019 0.035 0.012 
8656 NS-MDV06X72    (0)   145 :  0.135 0.043 0.241 0.441 0.053 0.058 0.029 
8657 NS-MDV06X73    (0)   145 :  0.023 0.038 0.054 0.540 0.284 0.039 0.024 
8658 NS-NRV06X1    (0)   146 :  0.050 0.033 0.059 0.525 0.247 0.073 0.012 
8659 NS-NRV06X2    (0)   146 :  0.144 0.046 0.045 0.193 0.486 0.067 0.019 
8660 NS-NRV06X3    (0)   146 :  0.031 0.164 0.056 0.570 0.104 0.057 0.018 
8661 NS-NRV06X4    (0)   146 :  0.079 0.019 0.061 0.756 0.019 0.040 0.025 
8662 NS-NRV06X5    (0)   146 :  0.039 0.037 0.017 0.720 0.075 0.066 0.046 
8663 NS-NRV06X6    (0)   146 :  0.025 0.077 0.089 0.318 0.032 0.355 0.103 
8664 NS-NRV06X7    (0)   146 :  0.017 0.074 0.054 0.715 0.036 0.026 0.077 
8665 NS-NRV06X8    (0)   146 :  0.029 0.081 0.224 0.524 0.035 0.097 0.010 
8666 NS-NRV06X9    (0)   146 :  0.038 0.107 0.025 0.397 0.366 0.049 0.018 
8667 NS-NRV06X10    (0)   146 :  0.010 0.011 0.017 0.895 0.029 0.030 0.008 
8668 NS-NRV06X11    (0)   146 :  0.041 0.158 0.086 0.533 0.053 0.109 0.019 
8669 NS-NRV06X12    (0)   146 :  0.014 0.027 0.042 0.791 0.096 0.014 0.016 
8670 NS-NRV06X13    (0)   146 :  0.043 0.042 0.018 0.817 0.036 0.031 0.013 
8671 NS-NRV06X14    (0)   146 :  0.017 0.034 0.752 0.084 0.034 0.065 0.014 
8672 NS-NRV06X15    (0)   146 :  0.080 0.040 0.044 0.595 0.065 0.135 0.040 
8673 NS-NRV06X16    (0)   146 :  0.196 0.030 0.023 0.286 0.382 0.046 0.038 
8674 NS-NRV06X17    (0)   146 :  0.054 0.031 0.116 0.343 0.314 0.119 0.024 
8675 NS-NRV06X18    (0)   146 :  0.029 0.034 0.038 0.604 0.137 0.139 0.019 
8676 NS-NRV06X19    (0)   146 :  0.027 0.018 0.033 0.200 0.635 0.071 0.016 
8677 NS-NRV06X20    (0)   146 :  0.018 0.025 0.025 0.060 0.019 0.842 0.011 
8678 NS-NRV06X21    (0)   146 :  0.061 0.044 0.044 0.303 0.305 0.228 0.016 
8679 NS-NRV06X22    (0)   146 :  0.052 0.078 0.119 0.519 0.083 0.064 0.086 
8680 NS-NRV06X23    (0)   146 :  0.022 0.032 0.018 0.831 0.041 0.031 0.024 
8681 NS-NRV06X24    (0)   146 :  0.020 0.018 0.758 0.131 0.027 0.030 0.016 
8682 NS-NRV06X25    (0)   146 :  0.017 0.036 0.033 0.813 0.031 0.046 0.024 
8683 NS-NRV06X26    (0)   146 :  0.043 0.218 0.219 0.261 0.053 0.198 0.008 
8684 NS-NRV06X27    (0)   146 :  0.078 0.229 0.387 0.158 0.040 0.091 0.017 
8685 NS-NRV06X28    (0)   146 :  0.041 0.031 0.077 0.321 0.475 0.039 0.017 
8686 NS-NRV06X29    (0)   146 :  0.052 0.025 0.075 0.238 0.107 0.428 0.074 
8687 NS-NRV06X30    (0)   146 :  0.024 0.014 0.042 0.792 0.044 0.042 0.042 
8688 NS-NRV06X31    (0)   146 :  0.031 0.046 0.098 0.200 0.095 0.378 0.153 
8689 NS-NRV06X32    (0)   146 :  0.028 0.018 0.172 0.534 0.182 0.047 0.018 
8690 NS-NRV06X33    (0)   146 :  0.018 0.047 0.225 0.129 0.395 0.102 0.084 
8691 NS-NRV06X34    (0)   146 :  0.027 0.027 0.101 0.680 0.064 0.086 0.016 
8692 NS-NRV06X35    (0)   146 :  0.078 0.443 0.030 0.266 0.137 0.023 0.023 
8693 NS-NRV06X36    (0)   146 :  0.053 0.045 0.097 0.320 0.018 0.452 0.015 
8694 NS-NRV06X37    (0)   146 :  0.064 0.135 0.555 0.109 0.031 0.033 0.073 
8695 NS-NRV06X38    (0)   146 :  0.024 0.025 0.093 0.706 0.038 0.088 0.026 
8696 NS-NRV06X39    (0)   146 :  0.050 0.017 0.021 0.804 0.076 0.017 0.016 
8697 NS-NRV06X40    (0)   146 :  0.079 0.079 0.099 0.147 0.184 0.220 0.192 
8698 NS-NRV06X41    (0)   146 :  0.035 0.297 0.038 0.411 0.163 0.043 0.014 
8699 NS-NRV06X42    (0)   146 :  0.064 0.028 0.031 0.591 0.029 0.225 0.031 
8700 NS-NRV06X43    (0)   146 :  0.039 0.086 0.031 0.622 0.053 0.145 0.024 
8701 NS-NRV06X44    (0)   146 :  0.054 0.024 0.112 0.438 0.139 0.175 0.059 
8702 NS-NRV06X45    (0)   146 :  0.382 0.025 0.194 0.056 0.173 0.105 0.066 
8703 NS-NRV06X46    (0)   146 :  0.073 0.031 0.022 0.750 0.047 0.062 0.016 
8704 NS-NRV06X47    (0)   146 :  0.276 0.075 0.116 0.058 0.303 0.125 0.046 
8705 NS-NRV06X48    (0)   146 :  0.049 0.068 0.023 0.306 0.272 0.264 0.018 
8706 NS-NRV06X49    (0)   146 :  0.259 0.228 0.105 0.256 0.099 0.039 0.015 
8707 NS-NRV06X50    (0)   146 :  0.018 0.019 0.022 0.081 0.776 0.073 0.011 
8708 NS-NRV06X51    (0)   146 :  0.082 0.091 0.108 0.180 0.322 0.077 0.139 
8709 NS-NRV06X52    (0)   146 :  0.039 0.014 0.047 0.189 0.603 0.054 0.054 
8710 NS-NRV06X53    (0)   146 :  0.034 0.030 0.075 0.079 0.527 0.227 0.029 
8711 NS-NRV06X54    (6)   146 :  0.035 0.031 0.233 0.533 0.053 0.097 0.019 
8712 NS-NRV06X55    (0)   146 :  0.201 0.093 0.083 0.260 0.052 0.288 0.023 
8713 NS-NRV06X56    (0)   146 :  0.042 0.132 0.064 0.126 0.064 0.557 0.015 
8714 NS-NRV06X57    (0)   146 :  0.019 0.032 0.222 0.489 0.190 0.036 0.011 
8715 NS-NRV06X58    (0)   146 :  0.035 0.035 0.149 0.494 0.126 0.089 0.072 
8716 NS-NRV06X59    (0)   146 :  0.037 0.039 0.368 0.360 0.073 0.111 0.013 
8717 NS-NRV06X60    (0)   146 :  0.095 0.017 0.087 0.476 0.120 0.161 0.045 
8718 NS-NRV06X61    (0)   146 :  0.080 0.024 0.055 0.030 0.152 0.633 0.026 
8719 NS-NRV06X62    (0)   146 :  0.054 0.067 0.090 0.261 0.435 0.047 0.045 
8720 NS-NRV06X63    (0)   146 :  0.070 0.026 0.042 0.103 0.672 0.062 0.023 
8721 NS-NRV06X64    (0)   146 :  0.089 0.085 0.017 0.686 0.054 0.039 0.029 
8722 NS-NRV06X65    (0)   146 :  0.227 0.086 0.136 0.050 0.185 0.293 0.023 
8723 NS-NRV06X66    (0)   146 :  0.030 0.043 0.177 0.476 0.060 0.189 0.025 
8724 NS-NRV06X67    (0)   146 :  0.135 0.122 0.052 0.477 0.088 0.094 0.033 
8725 NS-NRV06X68    (0)   146 :  0.033 0.064 0.024 0.772 0.035 0.056 0.017 
8726 NS-NRV06X69    (0)   146 :  0.023 0.034 0.077 0.143 0.409 0.292 0.022 
8727 NS-NRV06X70    (0)   146 :  0.048 0.020 0.068 0.408 0.145 0.239 0.072 
8728 NS-NRV06X71    (0)   146 :  0.058 0.051 0.022 0.123 0.335 0.395 0.015 
8729 NS-NRV06X72    (0)   146 :  0.050 0.023 0.030 0.521 0.263 0.097 0.016 
8730 NS-NRV06X73    (0)   146 :  0.042 0.076 0.265 0.305 0.125 0.166 0.021 
8731 NS-INH10X1    (0)   147 :  0.056 0.065 0.025 0.782 0.031 0.028 0.013 
8732 NS-INH10X2    (0)   147 :  0.077 0.208 0.297 0.217 0.115 0.063 0.023 
8733 NS-INH10X3    (0)   147 :  0.021 0.049 0.025 0.845 0.018 0.029 0.013 
8734 NS-INH10X4    (0)   147 :  0.050 0.093 0.022 0.739 0.038 0.040 0.018 
8735 NS-INH10X5    (0)   147 :  0.019 0.022 0.021 0.893 0.021 0.015 0.009 
8736 NS-INH10X6   (20)   147 :  0.055 0.038 0.114 0.494 0.024 0.255 0.020 
8737 NS-INH10X7    (0)   147 :  0.109 0.066 0.021 0.757 0.020 0.016 0.011 
8738 NS-INH10X8    (0)   147 :  0.065 0.061 0.461 0.149 0.100 0.143 0.021 
8739 NS-INH10X9    (0)   147 :  0.016 0.016 0.025 0.878 0.030 0.025 0.009 
8740 NS-INH10X10    (0)   147 :  0.202 0.167 0.015 0.511 0.061 0.027 0.017 
8741 NS-INH10X11    (0)   147 :  0.027 0.033 0.055 0.827 0.034 0.011 0.013 
8742 NS-INH10X12    (0)   147 :  0.016 0.049 0.056 0.782 0.034 0.049 0.013 
8743 NS-INH10X13    (0)   147 :  0.023 0.119 0.046 0.690 0.053 0.057 0.012 
8744 NS-INH10X14    (0)   147 :  0.081 0.057 0.418 0.137 0.084 0.208 0.014 
8745 NS-INH10X15    (0)   147 :  0.030 0.045 0.011 0.845 0.038 0.020 0.010 
8746 NS-INH10X16    (0)   147 :  0.026 0.028 0.020 0.864 0.026 0.023 0.012 
8747 NS-INH10X17    (0)   147 :  0.027 0.022 0.015 0.876 0.023 0.023 0.014 
8748 NS-INH10X18    (0)   147 :  0.020 0.018 0.022 0.887 0.018 0.020 0.014 
8749 NS-INH10X19    (0)   147 :  0.033 0.052 0.067 0.202 0.015 0.604 0.027 
8750 NS-INH10X20    (0)   147 :  0.024 0.032 0.015 0.866 0.020 0.034 0.009 
8751 NS-INH10X21    (0)   147 :  0.019 0.025 0.036 0.844 0.028 0.032 0.015 
8752 NS-INH10X22    (0)   147 :  0.013 0.021 0.016 0.894 0.025 0.021 0.010 
8753 NS-INH10X23    (0)   147 :  0.017 0.018 0.022 0.878 0.027 0.021 0.017 
8754 NS-INH10X24    (0)   147 :  0.027 0.120 0.035 0.461 0.020 0.296 0.040 
8755 NS-INH10X25    (0)   147 :  0.059 0.070 0.024 0.704 0.040 0.083 0.020 
8756 NS-INH10X26    (0)   147 :  0.019 0.026 0.014 0.737 0.017 0.162 0.025 
8757 NS-INH10X27    (0)   147 :  0.038 0.108 0.161 0.478 0.107 0.045 0.064 
8758 NS-INH10X28    (0)   147 :  0.021 0.029 0.012 0.874 0.011 0.039 0.013 
8759 NS-INH10X29    (0)   147 :  0.013 0.028 0.084 0.786 0.020 0.055 0.015 
8760 NS-INH10X30    (0)   147 :  0.019 0.044 0.037 0.814 0.024 0.049 0.012 
8761 NS-INH10X31    (0)   147 :  0.036 0.412 0.018 0.473 0.018 0.029 0.013 
8762 NS-INH10X32    (0)   147 :  0.018 0.072 0.018 0.831 0.015 0.029 0.016 
8763 NS-INH10X33    (0)   147 :  0.012 0.018 0.014 0.788 0.096 0.064 0.008 
8764 NS-INH10X34    (0)   147 :  0.035 0.406 0.022 0.397 0.028 0.066 0.045 
8765 NS-INH10X35    (0)   147 :  0.022 0.017 0.040 0.847 0.017 0.027 0.030 
8766 NS-INH10X36    (0)   147 :  0.020 0.041 0.051 0.729 0.093 0.046 0.020 
8767 NS-INH10X37    (0)   147 :  0.044 0.181 0.026 0.463 0.032 0.213 0.041 
8768 NS-INH10X38    (0)   147 :  0.131 0.046 0.261 0.295 0.022 0.222 0.024 
8769 NS-INH10X39    (0)   147 :  0.026 0.080 0.153 0.519 0.032 0.048 0.141 
8770 NS-INH10X40    (6)   147 :  0.027 0.326 0.025 0.403 0.058 0.129 0.033 
8771 NS-INH10X41    (0)   147 :  0.035 0.027 0.038 0.697 0.020 0.165 0.018 
8772 NS-INH10X42    (0)   147 :  0.110 0.067 0.061 0.328 0.064 0.355 0.014 
8773 NS-INH10X43    (0)   147 :  0.101 0.062 0.017 0.613 0.077 0.056 0.074 
8774 NS-INH10X44    (0)   147 :  0.048 0.068 0.030 0.196 0.325 0.304 0.029 
8775 NS-INH10X45    (0)   147 :  0.090 0.143 0.087 0.538 0.074 0.045 0.022 
8776 NS-INH10X46    (0)   147 :  0.041 0.076 0.062 0.662 0.028 0.089 0.043 
8777 NS-INH10X47    (0)   147 :  0.073 0.212 0.122 0.040 0.461 0.071 0.022 
8778 NS-INH10X48    (0)   147 :  0.185 0.255 0.056 0.259 0.082 0.133 0.030 
8779 NS-INH10X49    (0)   147 :  0.020 0.461 0.138 0.193 0.013 0.149 0.025 
8780 NS-INH10X50    (0)   147 :  0.051 0.218 0.405 0.232 0.018 0.052 0.025 
8781 NS-INH10X51    (0)   147 :  0.012 0.019 0.104 0.804 0.022 0.030 0.009 
8782 NS-INH10X52    (0)   147 :  0.034 0.053 0.013 0.225 0.022 0.608 0.045 
8783 NS-INH10X53    (0)   147 :  0.069 0.041 0.079 0.713 0.018 0.056 0.023 
8784 NS-BAD10X1    (0)   148 :  0.078 0.208 0.025 0.582 0.020 0.068 0.020 
8785 NS-BAD10X2    (0)   148 :  0.337 0.232 0.033 0.292 0.038 0.043 0.025 
8786 NS-BAD10X3    (0)   148 :  0.054 0.323 0.155 0.373 0.037 0.033 0.025 
8787 NS-BAD10X4    (0)   148 :  0.030 0.096 0.076 0.648 0.067 0.053 0.030 
8788 NS-BAD10X5    (0)   148 :  0.021 0.092 0.053 0.779 0.017 0.026 0.012 
8789 NS-BAD10X6    (0)   148 :  0.153 0.129 0.050 0.494 0.065 0.077 0.032 
8790 NS-BAD10X7    (0)   148 :  0.023 0.028 0.039 0.804 0.045 0.025 0.036 
8791 NS-BAD10X8    (0)   148 :  0.014 0.022 0.033 0.878 0.019 0.017 0.017 
8792 NS-BAD10X9    (0)   148 :  0.025 0.026 0.036 0.621 0.031 0.061 0.199 
8793 NS-BAD10X10    (6)   148 :  0.031 0.059 0.229 0.441 0.018 0.205 0.015 
8794 NS-BAD10X11    (0)   148 :  0.028 0.106 0.052 0.724 0.052 0.023 0.017 
8795 NS-BAD10X12    (0)   148 :  0.031 0.190 0.023 0.535 0.017 0.195 0.010 
8796 NS-BAD10X13    (0)   148 :  0.028 0.038 0.097 0.697 0.032 0.087 0.021 
8797 NS-BAD10X14    (0)   148 :  0.011 0.028 0.015 0.881 0.012 0.045 0.009 
8798 NS-BAD10X15    (0)   148 :  0.042 0.052 0.326 0.417 0.056 0.057 0.049 
8799 NS-BAD10X16    (0)   148 :  0.065 0.161 0.256 0.249 0.142 0.114 0.012 
8800 NS-BAD10X17    (0)   148 :  0.067 0.277 0.068 0.441 0.036 0.076 0.034 
8801 NS-BAD10X18    (0)   148 :  0.161 0.230 0.028 0.181 0.229 0.136 0.035 
8802 NS-BAD10X19    (0)   148 :  0.013 0.051 0.016 0.202 0.022 0.685 0.011 
8803 NS-BAD10X20    (0)   148 :  0.021 0.302 0.169 0.380 0.028 0.076 0.024 
8804 NS-BAD10X21    (0)   148 :  0.022 0.092 0.017 0.705 0.098 0.055 0.010 
8805 NS-BAD10X22    (0)   148 :  0.023 0.080 0.025 0.374 0.406 0.050 0.043 
8806 NS-BAD10X23    (0)   148 :  0.019 0.125 0.044 0.741 0.024 0.034 0.013 
8807 NS-BAD10X24    (0)   148 :  0.010 0.013 0.019 0.843 0.043 0.035 0.037 
8808 NS-BAD10X25    (0)   148 :  0.082 0.044 0.034 0.596 0.132 0.080 0.032 
8809 NS-BAD10X26    (0)   148 :  0.014 0.044 0.067 0.752 0.038 0.061 0.024 
8810 NS-BAD10X27    (0)   148 :  0.064 0.163 0.017 0.092 0.536 0.100 0.028 
8811 NS-BAD10X28    (0)   148 :  0.045 0.442 0.011 0.357 0.022 0.109 0.014 
8812 NS-BAD10X29    (0)   148 :  0.034 0.033 0.256 0.609 0.021 0.035 0.012 
8813 NS-BAD10X30    (0)   148 :  0.026 0.028 0.393 0.383 0.083 0.065 0.022 
8814 NS-BAD10X31    (0)   148 :  0.014 0.016 0.539 0.226 0.146 0.047 0.013 
8815 NS-BAD10X32    (0)   148 :  0.050 0.077 0.019 0.767 0.016 0.028 0.043 
8816 NS-BAD10X33    (0)   148 :  0.101 0.067 0.185 0.347 0.025 0.253 0.023 
8817 NS-BAD10X34    (0)   148 :  0.030 0.276 0.017 0.449 0.084 0.133 0.010 
8818 NS-BAD10X35    (0)   148 :  0.013 0.012 0.016 0.913 0.019 0.016 0.011 
8819 NS-BAD10X36    (0)   148 :  0.013 0.017 0.026 0.868 0.036 0.022 0.019 
8820 NS-BAD10X37    (0)   148 :  0.030 0.029 0.061 0.798 0.039 0.024 0.020 
8821 NS-BAD10X38    (0)   148 :  0.017 0.028 0.044 0.848 0.026 0.020 0.017 
8822 NS-BAD10X39    (0)   148 :  0.025 0.043 0.848 0.019 0.021 0.027 0.016 
8823 NS-BAD10X40    (0)   148 :  0.320 0.057 0.031 0.407 0.029 0.055 0.100 
8824 NS-BAD10X41    (0)   148 :  0.019 0.089 0.029 0.770 0.030 0.049 0.014 
8825 NS-BAD10X42    (0)   148 :  0.014 0.025 0.029 0.864 0.034 0.024 0.012 
8826 NS-BAD10X43    (0)   148 :  0.032 0.164 0.057 0.215 0.032 0.337 0.162 
8827 NS-BAD10X44    (0)   148 :  0.016 0.025 0.038 0.850 0.036 0.021 0.014 
8828 NS-BAD10X45    (0)   148 :  0.058 0.143 0.033 0.222 0.031 0.492 0.021 
8829 NS-BAD10X46    (0)   148 :  0.021 0.073 0.042 0.742 0.061 0.045 0.015 
8830 NS-BAD10X47    (0)   148 :  0.020 0.022 0.017 0.859 0.020 0.044 0.019 
8831 NS-BAD10X48    (0)   148 :  0.190 0.264 0.046 0.405 0.034 0.042 0.018 
8832 NS-BAD10X49    (0)   148 :  0.066 0.056 0.402 0.369 0.068 0.018 0.021 
8833 NS-BAD10X50    (0)   148 :  0.017 0.140 0.013 0.592 0.028 0.189 0.021 
8834 NS-BAD10X51    (0)   148 :  0.015 0.030 0.014 0.835 0.054 0.037 0.016 
8835 NS-BAD10X52    (0)   148 :  0.054 0.206 0.118 0.255 0.097 0.258 0.012 
8836 NS-NRA0607X    (0)   149 :  0.089 0.177 0.363 0.234 0.041 0.075 0.021 
8837 NS-NRA0607X    (0)   149 :  0.031 0.638 0.068 0.204 0.018 0.026 0.015 
8838 NS-NRA0607X    (0)   149 :  0.022 0.031 0.034 0.723 0.133 0.041 0.016 
8839 NS-NRA0607X    (0)   149 :  0.010 0.022 0.276 0.610 0.026 0.048 0.007 
8840 NS-NRA0607X    (0)   149 :  0.128 0.122 0.055 0.504 0.085 0.084 0.021 
8841 NS-NRA0607X   (13)   149 :  0.024 0.027 0.024 0.862 0.024 0.022 0.016 
8842 NS-NRA0607X    (0)   149 :  0.025 0.063 0.020 0.694 0.057 0.123 0.018 
8843 NS-NRA0607X    (6)   149 :  0.032 0.038 0.036 0.684 0.152 0.048 0.010 
8844 NS-NRA0607X    (0)   149 :  0.013 0.030 0.031 0.842 0.015 0.061 0.008 
8845 NS-NRA0607X    (0)   149 :  0.627 0.035 0.027 0.083 0.011 0.178 0.039 
8846 NS-NRA0607X    (0)   149 :  0.239 0.479 0.075 0.091 0.052 0.048 0.016 
8847 NS-NRA0607X    (0)   149 :  0.051 0.081 0.087 0.580 0.084 0.097 0.020 
8848 NS-NRA0607X    (6)   149 :  0.015 0.052 0.048 0.587 0.030 0.256 0.013 
8849 NS-NRA0607X    (0)   149 :  0.027 0.068 0.042 0.795 0.024 0.022 0.022 
8850 NS-NRA0607X    (0)   149 :  0.031 0.020 0.025 0.830 0.015 0.062 0.017 
8851 NS-NRA0607X    (0)   149 :  0.028 0.037 0.016 0.351 0.013 0.530 0.026 
8852 NS-NRA0607X    (0)   149 :  0.033 0.052 0.437 0.272 0.062 0.124 0.020 
8853 NS-NRA0607X    (0)   149 :  0.184 0.216 0.042 0.458 0.035 0.056 0.009 
8854 NS-NRA0607X    (0)   149 :  0.064 0.036 0.036 0.768 0.029 0.052 0.015 
8855 NS-NRA0607X    (0)   149 :  0.039 0.014 0.039 0.748 0.082 0.059 0.019 
8856 NS-NRA0607X    (0)   149 :  0.075 0.127 0.044 0.387 0.059 0.283 0.025 
8857 NS-NRA0607X    (0)   149 :  0.013 0.024 0.017 0.430 0.063 0.444 0.010 
8858 NS-NRA0607X    (0)   149 :  0.022 0.079 0.022 0.301 0.522 0.043 0.009 
8859 NS-NRA0607X    (0)   149 :  0.012 0.031 0.035 0.872 0.012 0.026 0.013 
8860 NS-NRA0607X    (0)   149 :  0.090 0.025 0.045 0.324 0.017 0.457 0.041 
8861 NS-NRA0607X    (0)   149 :  0.052 0.021 0.061 0.587 0.040 0.215 0.024 
8862 NS-NRA0607X    (0)   149 :  0.117 0.049 0.070 0.217 0.408 0.099 0.040 
8863 NS-NRA0607X    (0)   149 :  0.059 0.076 0.020 0.153 0.042 0.637 0.013 
8864 NS-NRA0607X    (6)   149 :  0.024 0.133 0.030 0.769 0.016 0.016 0.013 
8865 NS-NRA0607X    (0)   149 :  0.055 0.046 0.020 0.829 0.014 0.021 0.014 
8866 NS-NRA0607X    (0)   149 :  0.033 0.072 0.078 0.617 0.145 0.044 0.012 
8867 NS-NRA0607X    (0)   149 :  0.026 0.109 0.084 0.508 0.020 0.237 0.016 
8868 NS-NRA0607X    (0)   149 :  0.094 0.379 0.068 0.231 0.032 0.185 0.012 
8869 NS-NRA0607X   (13)   149 :  0.017 0.167 0.122 0.600 0.023 0.051 0.020 
8870 NS-NRA0607X   (13)   149 :  0.032 0.050 0.573 0.237 0.021 0.067 0.020 
8871 NS-NRA0607X    (0)   149 :  0.028 0.109 0.105 0.670 0.026 0.034 0.028 
8872 NS-NRA0607X    (6)   149 :  0.032 0.189 0.084 0.490 0.078 0.110 0.017 
8873 NS-NRA0607X    (0)   149 :  0.023 0.023 0.022 0.385 0.016 0.520 0.011 
8874 NS-NRA0607X    (0)   149 :  0.052 0.022 0.017 0.189 0.030 0.682 0.009 
8875 NS-NRA0607X    (0)   149 :  0.023 0.093 0.026 0.061 0.028 0.752 0.016 
8876 NS-NRA0607X    (0)   149 :  0.012 0.013 0.021 0.808 0.030 0.106 0.009 
8877 NS-NRA0607X    (0)   149 :  0.046 0.047 0.071 0.139 0.071 0.617 0.008 
8878 NS-NRA0607X    (0)   149 :  0.064 0.091 0.030 0.698 0.025 0.078 0.015 
8879 NS-NRA0607X    (0)   149 :  0.023 0.073 0.056 0.110 0.046 0.681 0.010 
8880 NS-MAB06X1    (0)   150 :  0.100 0.476 0.047 0.151 0.028 0.173 0.025 
8881 NS-MAB06X2    (0)   150 :  0.505 0.049 0.135 0.198 0.047 0.055 0.011 
8882 NS-MAB06X3    (0)   150 :  0.052 0.167 0.075 0.138 0.087 0.100 0.382 
8883 NS-MAB06X4    (0)   150 :  0.041 0.082 0.193 0.148 0.435 0.051 0.051 
8884 NS-MAB06X5    (0)   150 :  0.021 0.056 0.028 0.783 0.029 0.046 0.037 
8885 NS-MAB06X6    (0)   150 :  0.030 0.019 0.247 0.549 0.042 0.094 0.019 
8886 NS-MAB06X7    (0)   150 :  0.010 0.020 0.066 0.748 0.117 0.025 0.013 
8887 NS-MAB06X8    (0)   150 :  0.174 0.045 0.063 0.639 0.031 0.023 0.025 
8888 NS-MAB06X9    (0)   150 :  0.031 0.082 0.079 0.061 0.672 0.042 0.033 
8889 NS-MAB06X10    (0)   150 :  0.011 0.034 0.018 0.897 0.013 0.018 0.011 
8890 NS-MAB06X11    (0)   150 :  0.071 0.139 0.250 0.388 0.047 0.078 0.027 
8891 NS-MAB06X12    (0)   150 :  0.069 0.028 0.031 0.233 0.024 0.598 0.018 
8892 NS-MAB06X13    (0)   150 :  0.094 0.087 0.077 0.217 0.028 0.325 0.172 
8893 NS-MAB06X14    (0)   150 :  0.016 0.024 0.102 0.608 0.017 0.219 0.014 
8894 NS-MAB06X15    (0)   150 :  0.033 0.197 0.062 0.155 0.181 0.200 0.172 
8895 NS-MAB06X16    (0)   150 :  0.023 0.046 0.025 0.759 0.076 0.057 0.015 
8896 NS-MAB06X17    (0)   150 :  0.091 0.184 0.246 0.149 0.030 0.280 0.020 
8897 NS-MAB06X18    (0)   150 :  0.021 0.042 0.027 0.797 0.020 0.077 0.016 
8898 NS-MAB06X19    (0)   150 :  0.064 0.294 0.259 0.145 0.062 0.131 0.046 
8899 NS-MAB06X20    (0)   150 :  0.019 0.020 0.019 0.803 0.029 0.094 0.017 
8900 NS-MAB06X21    (0)   150 :  0.017 0.346 0.209 0.361 0.021 0.024 0.021 
8901 NS-MAB06X22    (0)   150 :  0.036 0.295 0.019 0.523 0.042 0.024 0.062 
