BBA_1	 pop_1 	Ssa197 	179 	187
NL-PHR-2366	 pop_57 	SSsp2215 	170 	174
NL-PHR-2367	 pop_57 	SSsp2215 	154 	174
NL-PHR-2368	 pop_57 	SSsp2215 	150 	162
NL-PHR-2369	 pop_57 	SSsp2215 	170 	174
NL-PIN-5400	 pop_58 	SSsp2215 	174 	178
NL-PIN-5401	 pop_58 	SSsp2215 	154 	174
NL-PIN-5402	 pop_58 	SSsp2215 	162 	182
NL-PIN-5403	 pop_58 	SSsp2215 	170 	174
NL-PIN-5404	 pop_58 	SSsp2215 	170 	170
NL-PIN-5405	 pop_58 	SSsp2215 	154 	170
NL-PIN-5406	 pop_58 	SSsp2215 	162 	166
NL-PIN-5407	 pop_58 	SSsp2215 	158 	162
NL-PIN-5408	 pop_58 	SSsp2215 	158 	190
NL-PIN-5409	 pop_58 	SSsp2215 	170 	174
NL-PIN-5410	 pop_58 	SSsp2215 	150 	150
NL-PIN-5411	 pop_58 	SSsp2215 	162 	178
NL-PIN-5412	 pop_58 	SSsp2215 	154 	162
NL-PIN-5413	 pop_58 	SSsp2215 	174 	178
NL-PIN-5414	 pop_58 	SSsp2215 	154 	174
NL-PIN-5415	 pop_58 	SSsp2215 	166 	178
NL-PIN-5416	 pop_58 	SSsp2215 	174 	178
NL-PIN-5417	 pop_58 	SSsp2215 	158 	178
NL-PIN-5418	 pop_58 	SSsp2215 	158 	162
NL-PIN-5419	 pop_58 	SSsp2215 	162 	162
NL-PIN-5420	 pop_58 	SSsp2215 	166 	178
NL-PIN-5421	 pop_58 	SSsp2215 	158 	182
NL-PIN-5422	 pop_58 	SSsp2215 	174 	190
NL-PIN-5423	 pop_58 	SSsp2215 	162 	178
NL-PIN-5424	 pop_58 	SSsp2215 	158 	186
NL-PIN-5425	 pop_58 	SSsp2215 	162 	170
NL-PIN-5426	 pop_58 	SSsp2215 	166 	174
NL-PIN-5427	 pop_58 	SSsp2215 	170 	174
NL-PIN-5428	 pop_58 	SSsp2215 	158 	170
NL-PIN-5429	 pop_58 	SSsp2215 	158 	162
NL-PIN-5430	 pop_58 	SSsp2215 	154 	170
NL-PIN-5431	 pop_58 	SSsp2215 	158 	158
NL-PIN-5432	 pop_58 	SSsp2215 	162 	190
NL-PIN-5433	 pop_58 	SSsp2215 	130 	170
NL-PIN-5434	 pop_58 	SSsp2215 	162 	166
NL-PIN-5435	 pop_58 	SSsp2215 	162 	170
NL-PIN-5436	 pop_58 	SSsp2215 	162 	166
NL-PIN-5437	 pop_58 	SSsp2215 	138 	174
NL-PIN-5438	 pop_58 	SSsp2215 	162 	162
NL-PIN-5439	 pop_58 	SSsp2215 	158 	166
NL-PIN-5440	 pop_58 	SSsp2215 	158 	162
NL-PIN-5441	 pop_58 	SSsp2215 	162 	170
NL-PIN-5442	 pop_58 	SSsp2215 	154 	170
NL-PIN-5443	 pop_58 	SSsp2215 	170 	186
NL-PIN-5444	 pop_58 	SSsp2215 	154 	162
NL-PIN-5445	 pop_58 	SSsp2215 	146 	154
NL-PIN-5446	 pop_58 	SSsp2215 	166 	174
NL-PIN-5447	 pop_58 	SSsp2215 	162 	182
NL-PIN-5448	 pop_58 	SSsp2215 	170 	178
NL-PIN-5449	 pop_58 	SSsp2215 	162 	162
NL-PIN-5450	 pop_58 	SSsp2215 	158 	182
NL-PIN-5451	 pop_58 	SSsp2215 	170 	174
NL-PIN-5452	 pop_58 	SSsp2215 	158 	182
NL-PIN-5453	 pop_58 	SSsp2215 	178 	178
NL-PIN-5454	 pop_58 	SSsp2215 	150 	162
NL-PIN-5455	 pop_58 	SSsp2215 	162 	178
NL-PIN-5456	 pop_58 	SSsp2215 	138 	158
NL-PIN-5457	 pop_58 	SSsp2215 	162 	162
NL-PIN-5458	 pop_58 	SSsp2215 	162 	166
NL-PIN-5459	 pop_58 	SSsp2215 	154 	170
NL-PIN-5460	 pop_58 	SSsp2215 	162 	174
NL-PIN-5461	 pop_58 	SSsp2215 	166 	182
NL-PIN-5462	 pop_58 	SSsp2215 	174 	178
NL-PIN-5463	 pop_58 	SSsp2215 	174 	178
NL-PIN-5464	 pop_58 	SSsp2215 	162 	174
NL-PIN-5465	 pop_58 	SSsp2215 	158 	178
NL-PIN-5466	 pop_58 	SSsp2215 	170 	190
NL-PIN-5467	 pop_58 	SSsp2215 	158 	178
NL-PIN-5468	 pop_58 	SSsp2215 	154 	182
NL-PIN-5469	 pop_58 	SSsp2215 	162 	174
NL-PIN-5470	 pop_58 	SSsp2215 	150 	170
NL-PIN-5471	 pop_58 	SSsp2215 	174 	178
NL-PIN-5472	 pop_58 	SSsp2215 	158 	162
NL-PIN-5473	 pop_58 	SSsp2215 	142 	162
NL-PIN-5474	 pop_58 	SSsp2215 	150 	154
NL-PIN-5475	 pop_58 	SSsp2215 	142 	174
NL-PIN-5476	 pop_58 	SSsp2215 	170 	182
NL-PIN-5477	 pop_58 	SSsp2215 	146 	178
NL-PIN-5478	 pop_58 	SSsp2215 	158 	174
NL-PIN-5479	 pop_58 	SSsp2215 	154 	162
NL-PIN-5480	 pop_58 	SSsp2215 	154 	174
NL-PIN-5481	 pop_58 	SSsp2215 	158 	162
NL-PIN-5482	 pop_58 	SSsp2215 	162 	170
NL-PIN-5483	 pop_58 	SSsp2215 	154 	174
NL-PIN-5484	 pop_58 	SSsp2215 	170 	182
NL-PIN-5485	 pop_58 	SSsp2215 	158 	166
NL-PIN-5486	 pop_58 	SSsp2215 	162 	174
NL-PIN-5487	 pop_58 	SSsp2215 	166 	182
NL-PIN-5488	 pop_58 	SSsp2215 	158 	174
NL-PIN-5489	 pop_58 	SSsp2215 	162 	178
NL-PIN-5490	 pop_58 	SSsp2215 	178 	182
NL-PIN-5491	 pop_58 	SSsp2215 	154 	174
NL-PIN-5492	 pop_58 	SSsp2215 	166 	182
NL-PIN-5493	 pop_58 	SSsp2215 	154 	158
NL-PIN-5494	 pop_58 	SSsp2215 	166 	186
NL-PIN-5495	 pop_58 	SSsp2215 	154 	158
NL-PIN-5496	 pop_58 	SSsp2215 	142 	162
NL-PIN-5497	 pop_58 	SSsp2215 	162 	174
NL-PIN-5498	 pop_58 	SSsp2215 	162 	170
NL-PIN-5499	 pop_58 	SSsp2215 	154 	178
NL-RBR-2050	 pop_59 	SSsp2215 	158 	178
NL-RBR-2051	 pop_59 	SSsp2215 	158 	174
NL-RBR-2052	 pop_59 	SSsp2215 	166 	194
NL-RBR-2053	 pop_59 	SSsp2215 	158 	174
NL-RBR-2054	 pop_59 	SSsp2215 	162 	162
NL-RBR-2055	 pop_59 	SSsp2215 	154 	162
NL-RBR-2056	 pop_59 	SSsp2215 	158 	166
NL-RBR-2057	 pop_59 	SSsp2215 	154 	170
NL-RBR-2058	 pop_59 	SSsp2215 	142 	154
NL-RBR-2059	 pop_59 	SSsp2215 	158 	158
NL-RBR-2060	 pop_59 	SSsp2215 	154 	166
NL-RBR-2061	 pop_59 	SSsp2215 	162 	170
NL-RBR-2062	 pop_59 	SSsp2215 	158 	158
NL-RBR-2063	 pop_59 	SSsp2215 	158 	174
NL-RBR-2064	 pop_59 	SSsp2215 	154 	158
NL-RBR-2065	 pop_59 	SSsp2215 	166 	182
NL-RBR-2066	 pop_59 	SSsp2215 	146 	158
NL-RBR-2067	 pop_59 	SSsp2215 	162 	162
NL-RBR-2068	 pop_59 	SSsp2215 	158 	166
NL-RBR-2069	 pop_59 	SSsp2215 	158 	174
NL-RBR-2070	 pop_59 	SSsp2215 	162 	178
NL-RBR-2071	 pop_59 	SSsp2215 	142 	158
NL-RBR-2072	 pop_59 	SSsp2215 	150 	182
NL-RBR-2073	 pop_59 	SSsp2215 	162 	166
NL-RBR-2074	 pop_59 	SSsp2215 	158 	194
NL-RBR-2075	 pop_59 	SSsp2215 	146 	162
NL-RBR-2076	 pop_59 	SSsp2215 	154 	158
NL-RBR-2077	 pop_59 	SSsp2215 	146 	166
NL-RBR-2078	 pop_59 	SSsp2215 	146 	162
NL-RBR-2079	 pop_59 	SSsp2215 	154 	162
NL-RBR-2080	 pop_59 	SSsp2215 	158 	162
NL-RBR-2081	 pop_59 	SSsp2215 	166 	166
NL-RBR-2082	 pop_59 	SSsp2215 	162 	166
NL-RBR-2083	 pop_59 	SSsp2215 	166 	194
NL-RBR-2084	 pop_59 	SSsp2215 	154 	154
NL-RBR-2085	 pop_59 	SSsp2215 	154 	174
NL-RBR-2086	 pop_59 	SSsp2215 	158 	158
NL-RBR-2087	 pop_59 	SSsp2215 	158 	166
NL-RBR-2088	 pop_59 	SSsp2215 	154 	158
NL-RBR-2089	 pop_59 	SSsp2215 	170 	178
NL-RBR-2090	 pop_59 	SSsp2215 	154 	170
NL-RBR-2091	 pop_59 	SSsp2215 	170 	174
NL-RBR-2092	 pop_59 	SSsp2215 	154 	166
NL-RBR-2093	 pop_59 	SSsp2215 	146 	158
NL-RBR-2094	 pop_59 	SSsp2215 	154 	162
NL-RBR-2095	 pop_59 	SSsp2215 	158 	158
NL-RBR-2096	 pop_59 	SSsp2215 	166 	174
NL-RBR-2097	 pop_59 	SSsp2215 	162 	162
NL-RBR-2098	 pop_59 	SSsp2215 	158 	162
NL-RBR-2099	 pop_59 	SSsp2215 	154 	158
NL-ROF-3300	 pop_60 	SSsp2215 	158 	166
NL-ROF-3301	 pop_60 	SSsp2215 	142 	170
NL-ROF-3302	 pop_60 	SSsp2215 	166 	174
NL-ROF-3303	 pop_60 	SSsp2215 	134 	174
NL-ROF-3304	 pop_60 	SSsp2215 	154 	162
NL-ROF-3305	 pop_60 	SSsp2215 	170 	186
NL-ROF-3306	 pop_60 	SSsp2215 	162 	174
NL-ROF-3307	 pop_60 	SSsp2215 	166 	170
NL-ROF-3308	 pop_60 	SSsp2215 	150 	190
NL-ROF-3309	 pop_60 	SSsp2215 	150 	158
NL-ROF-3310	 pop_60 	SSsp2215 	162 	166
NL-ROF-3311	 pop_60 	SSsp2215 	170 	182
NL-ROF-3312	 pop_60 	SSsp2215 	150 	158
NL-ROF-3313	 pop_60 	SSsp2215 	166 	170
NL-ROF-3314	 pop_60 	SSsp2215 	150 	162
NL-ROF-3315	 pop_60 	SSsp2215 	150 	162
NL-ROF-3316	 pop_60 	SSsp2215 	142 	162
NL-ROF-3317	 pop_60 	SSsp2215 	162 	174
NL-ROF-3318	 pop_60 	SSsp2215 	150 	166
NL-ROF-3319	 pop_60 	SSsp2215 	142 	166
NL-ROF-3320	 pop_60 	SSsp2215 	154 	174
NL-ROF-3321	 pop_60 	SSsp2215 	154 	162
NL-ROF-3322	 pop_60 	SSsp2215 	150 	170
NL-ROF-3323	 pop_60 	SSsp2215 	162 	174
NL-ROF-3324	 pop_60 	SSsp2215 	142 	166
NL-ROF-3325	 pop_60 	SSsp2215 	142 	158
NL-ROF-3326	 pop_60 	SSsp2215 	150 	150
NL-ROF-3327	 pop_60 	SSsp2215 	162 	170
NL-ROF-3328	 pop_60 	SSsp2215 	134 	166
NL-ROF-3329	 pop_60 	SSsp2215 	134 	158
NL-ROF-3330	 pop_60 	SSsp2215 	158 	166
NL-ROF-3331	 pop_60 	SSsp2215 	134 	150
NL-ROF-3332	 pop_60 	SSsp2215 	162 	170
NL-ROF-3333	 pop_60 	SSsp2215 	158 	170
NL-ROF-3334	 pop_60 	SSsp2215 	142 	150
NL-ROF-3335	 pop_60 	SSsp2215 	162 	186
NL-ROF-3336	 pop_60 	SSsp2215 	142 	166
NL-ROF-3337	 pop_60 	SSsp2215 	150 	154
NL-ROF-3338	 pop_60 	SSsp2215 	142 	166
NL-ROF-3339	 pop_60 	SSsp2215 	166 	174
NL-ROF-3340	 pop_60 	SSsp2215 	158 	162
NL-ROF-3341	 pop_60 	SSsp2215 	162 	186
NL-ROF-3342	 pop_60 	SSsp2215 	142 	170
NL-ROF-3343	 pop_60 	SSsp2215 	134 	150
NL-ROF-3344	 pop_60 	SSsp2215 	166 	174
NL-ROF-3345	 pop_60 	SSsp2215 	142 	150
NL-ROF-3346	 pop_60 	SSsp2215 	166 	170
NL-ROF-3347	 pop_60 	SSsp2215 	158 	174
NL-ROF-3348	 pop_60 	SSsp2215 	142 	150
NL-ROF-3349	 pop_60 	SSsp2215 	162 	170
NL-ROP-3400	 pop_61 	SSsp2215 	158 	178
NL-ROP-3401	 pop_61 	SSsp2215 	150 	178
NL-ROP-3402	 pop_61 	SSsp2215 	158 	166
NL-ROP-3403	 pop_61 	SSsp2215 	158 	158
NL-ROP-3404	 pop_61 	SSsp2215 	166 	166
NL-ROP-3405	 pop_61 	SSsp2215 	158 	158
NL-ROP-3406	 pop_61 	SSsp2215 	150 	158
NL-ROP-3407	 pop_61 	SSsp2215 	166 	178
NL-ROP-3408	 pop_61 	SSsp2215 	158 	186
NL-ROP-3409	 pop_61 	SSsp2215 	150 	178
NL-ROP-3410	 pop_61 	SSsp2215 	154 	158
NL-ROP-3411	 pop_61 	SSsp2215 	174 	182
NL-ROP-3412	 pop_61 	SSsp2215 	166 	178
NL-ROP-3413	 pop_61 	SSsp2215 	162 	178
NL-ROP-3414	 pop_61 	SSsp2215 	158 	182
NL-ROP-3415	 pop_61 	SSsp2215 	158 	174
NL-ROP-3416	 pop_61 	SSsp2215 	158 	186
NL-ROP-3417	 pop_61 	SSsp2215 	150 	158
NL-ROP-3418	 pop_61 	SSsp2215 	158 	186
NL-ROP-3419	 pop_61 	SSsp2215 	166 	178
NL-ROP-3420	 pop_61 	SSsp2215 	158 	162
NL-ROP-3421	 pop_61 	SSsp2215 	154 	182
NL-ROP-3422	 pop_61 	SSsp2215 	158 	158
NL-ROP-3423	 pop_61 	SSsp2215 	166 	178
NL-ROP-3424	 pop_61 	SSsp2215 	154 	166
NL-ROP-3425	 pop_61 	SSsp2215 	158 	162
NL-ROP-3426	 pop_61 	SSsp2215 	166 	178
NL-ROP-3427	 pop_61 	SSsp2215 	158 	182
NL-ROP-3428	 pop_61 	SSsp2215 	162 	178
NL-ROP-3429	 pop_61 	SSsp2215 	162 	162
NL-ROP-3430	 pop_61 	SSsp2215 	158 	162
NL-ROP-3431	 pop_61 	SSsp2215 	158 	182
NL-ROP-3432	 pop_61 	SSsp2215 	158 	166
NL-ROP-3433	 pop_61 	SSsp2215 	166 	178
NL-ROP-3434	 pop_61 	SSsp2215 	158 	178
NL-ROP-3435	 pop_61 	SSsp2215 	158 	162
NL-ROP-3436	 pop_61 	SSsp2215 	166 	182
NL-ROP-3437	 pop_61 	SSsp2215 	162 	178
NL-ROP-3438	 pop_61 	SSsp2215 	166 	170
NL-ROP-3439	 pop_61 	SSsp2215 	154 	166
NL-ROP-3440	 pop_61 	SSsp2215 	158 	158
NL-ROP-3441	 pop_61 	SSsp2215 	150 	158
NL-ROP-3442	 pop_61 	SSsp2215 	170 	170
NL-ROP-3443	 pop_61 	SSsp2215 	158 	166
NL-ROP-3444	 pop_61 	SSsp2215 	150 	162
NL-ROP-3445	 pop_61 	SSsp2215 	150 	158
NL-ROP-3446	 pop_61 	SSsp2215 	166 	178
NL-ROP-3447	 pop_61 	SSsp2215 	166 	186
NL-ROP-3448	 pop_61 	SSsp2215 	178 	178
NL-ROP-3449	 pop_61 	SSsp2215 	166 	166
NL-ROP-3450	 pop_61 	SSsp2215 	162 	166
NL-ROP-3451	 pop_61 	SSsp2215 	142 	154
NL-ROP-3452	 pop_61 	SSsp2215 	162 	162
NL-ROP-3453	 pop_61 	SSsp2215 	154 	158
NL-ROP-3454	 pop_61 	SSsp2215 	158 	162
NL-ROP-3455	 pop_61 	SSsp2215 	158 	170
NL-ROP-3456	 pop_61 	SSsp2215 	162 	162
NL-ROP-3457	 pop_61 	SSsp2215 	154 	166
NL-ROP-3458	 pop_61 	SSsp2215 	158 	158
NL-ROP-3459	 pop_61 	SSsp2215 	142 	158
NL-ROP-3460	 pop_61 	SSsp2215 	146 	174
NL-ROP-3461	 pop_61 	SSsp2215 	162 	174
NL-ROP-3462	 pop_61 	SSsp2215 	154 	166
NL-ROP-3463	 pop_61 	SSsp2215 	126 	178
NL-ROP-3464	 pop_61 	SSsp2215 	162 	174
NL-ROP-3465	 pop_61 	SSsp2215 	154 	162
NL-ROP-3466	 pop_61 	SSsp2215 	162 	174
NL-ROP-3467	 pop_61 	SSsp2215 	162 	166
NL-ROP-3468	 pop_61 	SSsp2215 	154 	162
NL-ROP-3469	 pop_61 	SSsp2215 	158 	162
NL-ROP-3470	 pop_61 	SSsp2215 	162 	174
NL-ROP-3471	 pop_61 	SSsp2215 	142 	162
NL-ROP-3472	 pop_61 	SSsp2215 	166 	170
NL-ROP-3473	 pop_61 	SSsp2215 	158 	162
NL-ROP-3474	 pop_61 	SSsp2215 	170 	178
NL-ROP-3475	 pop_61 	SSsp2215 	162 	182
NL-ROP-3476	 pop_61 	SSsp2215 	158 	162
NL-ROP-3477	 pop_61 	SSsp2215 	162 	174
NL-ROP-3478	 pop_61 	SSsp2215 	154 	162
NL-ROP-3479	 pop_61 	SSsp2215 	154 	154
NL-ROP-3480	 pop_61 	SSsp2215 	162 	166
NL-ROP-3481	 pop_61 	SSsp2215 	162 	170
NL-ROP-3482	 pop_61 	SSsp2215 	158 	158
NL-ROP-3483	 pop_61 	SSsp2215 	162 	166
NL-ROP-3484	 pop_61 	SSsp2215 	162 	174
NL-ROP-3485	 pop_61 	SSsp2215 	162 	162
NL-ROP-3486	 pop_61 	SSsp2215 	126 	162
NL-ROP-3487	 pop_61 	SSsp2215 	158 	170
NL-ROP-3488	 pop_61 	SSsp2215 	158 	162
NL-ROP-3489	 pop_61 	SSsp2215 	158 	158
NL-ROP-3490	 pop_61 	SSsp2215 	150 	154
NL-ROP-3491	 pop_61 	SSsp2215 	158 	162
NL-ROP-3492	 pop_61 	SSsp2215 	142 	182
NL-ROP-3493	 pop_61 	SSsp2215 	158 	162
NL-ROP-3494	 pop_61 	SSsp2215 	154 	162
NL-ROP-3495	 pop_61 	SSsp2215 	154 	162
NL-ROP-3496	 pop_61 	SSsp2215 	166 	170
NL-ROP-3497	 pop_61 	SSsp2215 	150 	166
NL-ROP-3498	 pop_61 	SSsp2215 	162 	166
NL-ROP-3499	 pop_61 	SSsp2215 	158 	182
NL-RWR-4000	 pop_62 	SSsp2215 	166 	194
NL-RWR-4002	 pop_62 	SSsp2215 	158 	166
NL-RWR-4003	 pop_62 	SSsp2215 	154 	174
NL-RWR-4004	 pop_62 	SSsp2215 	154 	182
NL-RWR-4006	 pop_62 	SSsp2215 	158 	170
NL-RWR-4008	 pop_62 	SSsp2215 	154 	178
NL-RWR-4009	 pop_62 	SSsp2215 	162 	182
NL-RWR-4011	 pop_62 	SSsp2215 	158 	158
NL-RWR-4014	 pop_62 	SSsp2215 	154 	162
NL-RWR-4015	 pop_62 	SSsp2215 	154 	178
NL-RWR-4017	 pop_62 	SSsp2215 	170 	174
NL-RWR-4018	 pop_62 	SSsp2215 	178 	178
NL-RWR-4019	 pop_62 	SSsp2215 	158 	174
NL-RWR-4020	 pop_62 	SSsp2215 	150 	162
NL-RWR-4022	 pop_62 	SSsp2215 	154 	178
NL-RWR-4023	 pop_62 	SSsp2215 	170 	174
NL-RWR-4024	 pop_62 	SSsp2215 	166 	166
NL-RWR-4025	 pop_62 	SSsp2215 	162 	170
NL-RWR-4027	 pop_62 	SSsp2215 	170 	170
NL-RWR-4028	 pop_62 	SSsp2215 	178 	182
NL-RWR-4029	 pop_62 	SSsp2215 	170 	178
NL-RWR-4030	 pop_62 	SSsp2215 	158 	174
NL-RWR-4031	 pop_62 	SSsp2215 	178 	178
NL-RWR-4034	 pop_62 	SSsp2215 	154 	158
NL-RWR-4036	 pop_62 	SSsp2215 	154 	158
NL-RWR-4037	 pop_62 	SSsp2215 	150 	166
NL-RWR-4038	 pop_62 	SSsp2215 	154 	178
NL-RWR-4039	 pop_62 	SSsp2215 	178 	178
NL-RWR-4040	 pop_62 	SSsp2215 	166 	182
NL-RWR-4042	 pop_62 	SSsp2215 	0 	0
NL-RWR-4043	 pop_62 	SSsp2215 	158 	174
NL-RWR-4045	 pop_62 	SSsp2215 	150 	170
NL-RWR-4046	 pop_62 	SSsp2215 	166 	166
NL-RWR-4048	 pop_62 	SSsp2215 	142 	178
NL-RWR-4049	 pop_62 	SSsp2215 	174 	178
NL-RWR-4052	 pop_62 	SSsp2215 	166 	174
NL-RWR-4053	 pop_62 	SSsp2215 	166 	186
NL-RWR-4054	 pop_62 	SSsp2215 	162 	162
NL-RWR-4069	 pop_62 	SSsp2215 	154 	158
NL-RWR-4093	 pop_62 	SSsp2215 	154 	174
NL-RWR-4097	 pop_62 	SSsp2215 	162 	182
NL-SAN-5100	 pop_63 	SSsp2215 	158 	174
NL-SAN-5101	 pop_63 	SSsp2215 	158 	162
NL-SAN-5102	 pop_63 	SSsp2215 	154 	162
NL-SAN-5103	 pop_63 	SSsp2215 	158 	174
NL-SAN-5104	 pop_63 	SSsp2215 	162 	162
NL-SAN-5105	 pop_63 	SSsp2215 	150 	178
NL-SAN-5106	 pop_63 	SSsp2215 	146 	166
NL-SAN-5107	 pop_63 	SSsp2215 	158 	170
NL-SAN-5108	 pop_63 	SSsp2215 	138 	170
NL-SAN-5109	 pop_63 	SSsp2215 	174 	178
NL-SAN-5110	 pop_63 	SSsp2215 	158 	158
NL-SAN-5111	 pop_63 	SSsp2215 	150 	154
NL-SAN-5112	 pop_63 	SSsp2215 	162 	186
NL-SAN-5113	 pop_63 	SSsp2215 	158 	186
NL-SAN-5114	 pop_63 	SSsp2215 	150 	150
NL-SAN-5115	 pop_63 	SSsp2215 	154 	170
NL-SAN-5116	 pop_63 	SSsp2215 	158 	186
NL-SAN-5117	 pop_63 	SSsp2215 	162 	182
NL-SAN-5118	 pop_63 	SSsp2215 	174 	178
NL-SAN-5119	 pop_63 	SSsp2215 	150 	166
NL-SAN-5120	 pop_63 	SSsp2215 	158 	186
NL-SAN-5121	 pop_63 	SSsp2215 	150 	174
NL-SAN-5122	 pop_63 	SSsp2215 	142 	178
NL-SAN-5123	 pop_63 	SSsp2215 	170 	178
NL-SAN-5124	 pop_63 	SSsp2215 	146 	150
NL-SAN-5125	 pop_63 	SSsp2215 	166 	170
NL-SAN-5126	 pop_63 	SSsp2215 	158 	166
NL-SAN-5127	 pop_63 	SSsp2215 	166 	174
NL-SAN-5128	 pop_63 	SSsp2215 	158 	162
NL-SAN-5129	 pop_63 	SSsp2215 	154 	166
NL-SAN-5130	 pop_63 	SSsp2215 	166 	170
NL-SAN-5131	 pop_63 	SSsp2215 	162 	170
NL-SAN-5132	 pop_63 	SSsp2215 	166 	170
NL-SAN-5133	 pop_63 	SSsp2215 	158 	162
NL-SAN-5134	 pop_63 	SSsp2215 	174 	174
NL-SAN-5135	 pop_63 	SSsp2215 	154 	162
NL-SAN-5136	 pop_63 	SSsp2215 	174 	186
NL-SAN-5137	 pop_63 	SSsp2215 	166 	182
NL-SAN-5138	 pop_63 	SSsp2215 	166 	174
NL-SAN-5139	 pop_63 	SSsp2215 	158 	178
NL-SAN-5140	 pop_63 	SSsp2215 	150 	162
NL-SAN-5141	 pop_63 	SSsp2215 	174 	174
NL-SAN-5142	 pop_63 	SSsp2215 	162 	178
NL-SAN-5143	 pop_63 	SSsp2215 	162 	162
NL-SAN-5144	 pop_63 	SSsp2215 	166 	178
NL-SAN-5145	 pop_63 	SSsp2215 	166 	166
NL-SAN-5146	 pop_63 	SSsp2215 	158 	162
NL-SAN-5147	 pop_63 	SSsp2215 	146 	162
NL-SAN-5148	 pop_63 	SSsp2215 	154 	178
NL-SAN-5149	 pop_63 	SSsp2215 	150 	154
NL-SAN-5150	 pop_63 	SSsp2215 	158 	166
NL-SAN-5151	 pop_63 	SSsp2215 	150 	174
NL-SAN-5152	 pop_63 	SSsp2215 	158 	170
NL-SAN-5153	 pop_63 	SSsp2215 	146 	150
NL-SAN-5154	 pop_63 	SSsp2215 	162 	166
NL-SAN-5155	 pop_63 	SSsp2215 	174 	178
NL-SAN-5156	 pop_63 	SSsp2215 	174 	178
NL-SAN-5157	 pop_63 	SSsp2215 	170 	174
NL-SAN-5158	 pop_63 	SSsp2215 	178 	178
NL-SAN-5159	 pop_63 	SSsp2215 	166 	170
NL-SAN-5160	 pop_63 	SSsp2215 	170 	174
NL-SAN-5161	 pop_63 	SSsp2215 	146 	158
NL-SAN-5162	 pop_63 	SSsp2215 	158 	166
NL-SAN-5163	 pop_63 	SSsp2215 	146 	158
NL-SAN-5164	 pop_63 	SSsp2215 	158 	162
NL-SAN-5165	 pop_63 	SSsp2215 	158 	158
NL-SAN-5166	 pop_63 	SSsp2215 	166 	166
NL-SAN-5167	 pop_63 	SSsp2215 	154 	162
NL-SAN-5168	 pop_63 	SSsp2215 	158 	166
NL-SAN-5169	 pop_63 	SSsp2215 	158 	174
NL-SAN-5170	 pop_63 	SSsp2215 	146 	162
NL-SAN-5171	 pop_63 	SSsp2215 	154 	166
NL-SAN-5172	 pop_63 	SSsp2215 	158 	174
NL-SAN-5173	 pop_63 	SSsp2215 	146 	174
NL-SAN-5174	 pop_63 	SSsp2215 	158 	178
NL-SAN-5175	 pop_63 	SSsp2215 	182 	182
NL-SAN-5176	 pop_63 	SSsp2215 	138 	166
NL-SAN-5177	 pop_63 	SSsp2215 	174 	178
NL-SAN-5178	 pop_63 	SSsp2215 	166 	170
NL-SAN-5179	 pop_63 	SSsp2215 	150 	174
NL-SAN-5180	 pop_63 	SSsp2215 	170 	178
NL-SAN-5181	 pop_63 	SSsp2215 	146 	162
NL-SAN-5182	 pop_63 	SSsp2215 	158 	178
NL-SAN-5183	 pop_63 	SSsp2215 	154 	166
NL-SAN-5184	 pop_63 	SSsp2215 	146 	150
NL-SAN-5185	 pop_63 	SSsp2215 	154 	162
NL-SAN-5186	 pop_63 	SSsp2215 	158 	170
NL-SAN-5187	 pop_63 	SSsp2215 	146 	170
NL-SAN-5188	 pop_63 	SSsp2215 	138 	162
NL-SAN-5189	 pop_63 	SSsp2215 	162 	166
NL-SAN-5190	 pop_63 	SSsp2215 	154 	162
NL-SAN-5191	 pop_63 	SSsp2215 	146 	174
NL-SAN-5192	 pop_63 	SSsp2215 	130 	158
NL-SAN-5193	 pop_63 	SSsp2215 	162 	166
NL-SAN-5194	 pop_63 	SSsp2215 	178 	178
NL-SAN-5195	 pop_63 	SSsp2215 	158 	162
NL-SAN-5196	 pop_63 	SSsp2215 	162 	166
NL-SAN-5197	 pop_63 	SSsp2215 	150 	154
NL-SAN-5198	 pop_63 	SSsp2215 	158 	166
NL-SAN-5199	 pop_63 	SSsp2215 	170 	170
NL-SGR-3350	 pop_64 	SSsp2215 	158 	174
NL-SGR-3351	 pop_64 	SSsp2215 	146 	178
NL-SGR-3352	 pop_64 	SSsp2215 	166 	174
NL-SGR-3353	 pop_64 	SSsp2215 	162 	170
NL-SGR-3354	 pop_64 	SSsp2215 	154 	166
NL-SGR-3355	 pop_64 	SSsp2215 	154 	162
NL-SGR-3356	 pop_64 	SSsp2215 	154 	174
NL-SGR-3357	 pop_64 	SSsp2215 	162 	170
NL-SGR-3358	 pop_64 	SSsp2215 	174 	182
NL-SGR-3359	 pop_64 	SSsp2215 	158 	166
NL-SGR-3360	 pop_64 	SSsp2215 	158 	162
NL-SGR-3361	 pop_64 	SSsp2215 	162 	166
NL-SGR-3362	 pop_64 	SSsp2215 	158 	170
NL-SGR-3363	 pop_64 	SSsp2215 	158 	162
NL-SGR-3364	 pop_64 	SSsp2215 	170 	178
NL-SGR-3365	 pop_64 	SSsp2215 	154 	162
NL-SGR-3366	 pop_64 	SSsp2215 	162 	170
NL-SGR-3367	 pop_64 	SSsp2215 	154 	166
NL-SGR-3368	 pop_64 	SSsp2215 	162 	174
NL-SGR-3369	 pop_64 	SSsp2215 	162 	166
