
QC-ANG-01
hwe_hom	0.558255825582558	NA	0.168716871687169	0.281228122812281	0.110511051105111	NA	NA	0.421742174217422	0.106510651065107	0.467146714671467	0.041004100410041	NA	NA	0.3996399639964	0.573557355735574	0.532
hwe_het	NA	0.244424442444244	NA	NA	NA	0.0997099709970997	0.127112711271127	NA	NA	NA	NA	0.337233723372337	0.103522723292901	NA	NA	0.954

NL-SLR-1000
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	8.61701034377465	8.75820296857201	9.11244262034626	11.4152449816502	11.4002672930474	11.0783609199847	7.656722525946	5.49169978736576	8.18096135441542	8.5070006659608	8.10533352358227	4.60515577320209	0	1.9521626470002	0	6.992
size	88	97	95	93	78	84	96	97	95	91	91	92	97	87	93	91.6
obs_het	0.818181818181818	0.824742268041237	0.810526315789474	0.89247311827957	0.897435897435897	0.785714285714286	0.84375	0.690721649484536	0.894736842105263	0.868131868131868	0.835164835164835	0.739130434782609	0.494845360824742	0.873563218390805	0.89247311827957	0.811
exp_het	0.858535640495868	0.874535019662026	0.883545706371191	0.931379350213898	0.927186061801446	0.919855442176871	0.842230902777778	0.773408438728877	0.880997229916898	0.868796039125709	0.864569496437628	0.732100661625709	0.577850993729408	0.946690447879509	0.950225459590704	0.855
uexp_het	0.863	0.879	0.888	0.936	0.933	0.925	0.847	0.777	0.886	0.874	0.869	0.736	0.581	0.952	0.955	0.86
fis	0.0470030834022711	0.0569362581272408	0.0826435916729371	0.0417727018807027	0.0320865094841341	0.145828518604114	-0.00180365885081168	0.10691218908891	-0.0155955225757767	0.000764472861213394	0.0340107549409874	-0.00960219478737989	0.143645392679787	0.0772451329286162	0.0607775141449169	0.054
hwe_glb	0.366136613661366	0.162416241624162	0.0537053705370537	0.45024502450245	0.24992499249925	0.0043004300430043	0.0509050905090509	0.632963296329633	0.0444044404440444	0.648464846484648	0.93979397939794	0.676667666766677	0.0512051205120512	0.347434743474347	0.0419041904190419	0.003
hwe_hom	NA	NA	NA	NA	NA	NA	0.278927892789279	NA	0.517351735173517	NA	NA	NA	NA	NA	NA	1
hwe_het	0.0566056605660566	0.0057005700570057	0.0053005300530053	0.043004300430043	0.0375037503750375	0.0002000200020002	NA	0.0364036403640364	NA	0.009000900090009	0.106910691069107	0.378737873787379	0.0211021102110211	0.0008000800080008	0.0125012501250125	0

NL-SMR-5300
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	6.31286471637083	8.60582713157516	9.78129171146079	11.3119664186408	11.5198118332535	12.0327417178383	6.89022363013807	5.12407954083273	8.56717562914762	9.94169269910281	9.19286093692917	5.35650774480619	0	1.94763819095477	0	7.106
size	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
obs_het	0.72	0.89	0.93	0.99	0.95	0.94	0.88	0.72	0.93	0.89	0.89	0.83	0.82	0.99	0.92	0.886
exp_het	0.69875	0.88045	0.9059	0.9311	0.9351	0.94085	0.80535	0.69305	0.8769	0.9101	0.9012	0.792	0.7608	0.9429	0.94185	0.861
uexp_het	0.702	0.885	0.91	0.936	0.94	0.946	0.809	0.697	0.881	0.915	0.906	0.796	0.765	0.948	0.947	0.866
fis	-0.0304114490161003	-0.0108467261059686	-0.0266033778562755	-0.0632585114380839	-0.0159341246925462	0.000903438380188137	-0.092692618116347	-0.0388860832551763	-0.0605542251111872	0.0220854851115262	0.01242787394585	-0.0479797979797978	-0.0778128286014721	-0.0499522748965957	0.0231990231990231	-0.03
hwe_glb	0.23972397239724	0.155015501550155	0.0761076107610761	0.0221022102210221	0.202820282028203	0.073007300730073	0.295529552955296	0.87038703870387	0.0306030603060306	0.264426442644264	0.763376337633763	0.375537553755376	0.111011101110111	0.0385038503850385	0.284328432843284	0.003
hwe_hom	NA	NA	0.133813381338134	0.0119011901190119	0.236023602360236	NA	0.0385038503850385	0.33983398339834	0.106610661066107	0.486548654865487	0.496449644964496	0.211821182118212	0.10951095109511	0.0176017601760176	0.637963796379638	0.019
hwe_het	0.20962096209621	0.356135613561356	NA	NA	NA	0.112711271127113	NA	NA	NA	NA	NA	NA	NA	NA	NA	1

NL-SRN-4222
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	6.54025101354363	7.70351982683954	7.88574362081533	13.1725204724607	11.8821328663936	10.8043411948378	5.73745541582774	4.17373471996154	7.63315470362472	8.02086972349652	7.36447044850668	4.49711324955347	0	1.95203029665474	0	6.491
size	48	49	49	48	48	49	49	49	49	49	49	49	49	49	49	48.8
obs_het	0.604166666666667	0.877551020408163	0.877551020408163	0.958333333333333	0.9375	0.897959183673469	0.73469387755102	0.73469387755102	0.918367346938776	0.938775510204082	0.897959183673469	0.591836734693878	0.775510204081633	0.959183673469388	0.938775510204082	0.843
exp_het	0.780164930555556	0.855893377759267	0.848604748021658	0.952039930555556	0.935763888888889	0.917534360683049	0.76905456059975	0.653477717617659	0.871303623490212	0.865472719700125	0.851103706788838	0.725531028738026	0.730320699708455	0.942315701790921	0.942107455226989	0.843
uexp_het	0.788	0.865	0.857	0.962	0.946	0.927	0.777	0.66	0.88	0.874	0.86	0.733	0.738	0.952	0.952	0.851
fis	0.225591098748262	-0.0253041362530413	-0.0341104294478527	-0.00661043993617505	-0.00185528756957343	0.0213345438039038	0.0446791226645004	-0.124282982791587	-0.0540152963671128	-0.084696823869105	-0.0550526058233423	0.184270952927669	-0.0618762475049899	-0.0179005524861877	0.00353669319186556	0.001
hwe_glb	0.0024002400240024	0.667866786678668	0.441244124412441	0.307230723072307	0.390739073907391	0.712071207120712	0.563456345634563	0.467589154657457	0.378037803780378	0.454745474547455	0.509150915091509	0.0398039803980398	0.870887088708871	0.246824682468247	0.0973097309730973	0.084
hwe_hom	NA	0.305830583058306	0.282928292829283	0.543354335433543	0.464446444644464	0.729472947294729	0.626162616261626	0.530880029329569	0.231423142314231	0.0488048804880488	0.273527352735274	NA	0.328232823282328	0.67966796679668	0.615861586158616	0.675
hwe_het	0.0102010201020102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0646064606460646	NA	NA	NA	0.992

NL-TNR-4500
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	6.454339382866	8.37237723721375	9.59339274511192	12.7937464662296	12.3084754897082	12.5986014357309	6.95525237002892	5.18484817096392	7.98857930795737	10.2169791723439	9.46085827602789	5.03641681648123	0	1.9572864321608	0	7.261
size	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
obs_het	0.75	0.85	0.89	0.98	0.96	0.95	0.83	0.75	0.86	0.9	0.92	0.74	0.59	0.92	0.94	0.855
exp_het	0.82245	0.88025	0.90625	0.9509	0.94605	0.9485	0.82985	0.71075	0.8692	0.91095	0.90155	0.7368	0.65445	0.9525	0.955	0.865
uexp_het	0.827	0.885	0.911	0.956	0.951	0.953	0.834	0.714	0.874	0.916	0.906	0.741	0.658	0.957	0.96	0.87
fis	0.0880904614262266	0.0343652371485373	0.0179310344827586	-0.0306025870228206	-0.0147455208498493	-0.00158144438587238	-0.000180755558233159	-0.0552233556102708	0.0105844454670961	0.0120204182446896	-0.020464755143919	-0.00434310532030402	0.0984796393918559	0.0341207349081365	0.0157068062827225	0.012
hwe_glb	0.413741374137414	0.610961096109611	0.475047504750475	0.725372537253725	0.300630063006301	0.390939093909391	0.225822582258226	0.85988598859886	0.109310931093109	0.739073907390739	0.418141814181418	0.737173717371737	0.512551255125513	0.797479747974797	0.0094009400940094	0.418
hwe_hom	NA	NA	NA	0.186518651865187	0.252025202520252	0.433543354335434	0.45044504450445	0.13951395139514	0.418541854185419	0.529352935293529	0.498249824982498	0.355135513551355	NA	NA	NA	0.922
hwe_het	0.0236023602360236	0.168116811681168	0.295529552955296	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.184318431843184	0.0224022402240224	0.308130813081308	0.632

NL-TYB-3000
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	5.81826992258731	9.20618760804113	6.96501940500774	11.2950705338828	11.9468631700854	11.9699911428211	7.0941412858747	6.21961566007329	8.80549724571614	8.34392284357073	8.44881793326774	5.98710500424516	0	1.94909090909091	0	6.937
size	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
obs_het	0.8	0.88	0.84	0.92	0.98	0.96	0.84	0.8	0.9	0.92	0.88	0.76	0.62	0.94	0.96	0.867
exp_het	0.7632	0.8948	0.8278	0.9236	0.9374	0.939	0.83	0.8054	0.8902	0.8796	0.8554	0.8038	0.6284	0.9396	0.9414	0.857
uexp_het	0.771	0.904	0.836	0.933	0.947	0.948	0.838	0.814	0.899	0.888	0.864	0.812	0.635	0.949	0.951	0.866
fis	-0.0482180293501051	0.0165400089405453	-0.0147378593863252	0.00389779125162404	-0.0454448474503948	-0.0223642172523961	-0.0120481927710843	0.00670474298485224	-0.011008762075938	-0.0459299681673488	-0.0287584755669863	0.0544911669569544	0.0133672819859961	-0.000425713069391209	-0.0197578075207139	-0.01
hwe_glb	0.852985298529853	0.705570557055706	0.34013401340134	0.350635063506351	0.945594559455946	0.988098809880988	0.598659865986599	0.827082708270827	0.743974397439744	0.799079907990799	0.077007700770077	0.449344934493449	0.575654564617858	0.55995599559956	0.447244724472447	0.951
hwe_hom	0.564056405640564	0.611961196119612	0.422842284228423	0.622762276227623	0.168316831683168	0.363136313631363	0.645364536453645	0.431443144314431	0.430943094309431	0.215621562156216	0.538553855385539	NA	0.377732820688723	0.583258325832583	0.478347834783478	0.797
hwe_het	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.103710371037104	NA	NA	NA	1

NL-WAB-3500
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	5.57023691511896	8.4903756462975	8.32586437989203	12.3256584315088	12.4061000500886	13.5150659781903	8.0095692785183	5.42149071020538	8.55326674066329	9.12579693283212	8.90348961040284	4.97628612190159	0	1.95482412060302	0	7.172
size	99	100	99	100	99	100	100	99	100	100	100	99	100	100	100	99.667
obs_het	0.757575757575758	0.91	0.919191919191919	0.94	0.95959595959596	0.99	0.81	0.777777777777778	0.89	0.85	0.84	0.646464646464647	0.54	0.86	0.95	0.843
exp_het	0.75941230486685	0.87905	0.8732782369146	0.94665	0.944393429241914	0.9591	0.78885	0.773492500765228	0.882	0.89755	0.88125	0.70610141822263	0.53965	0.95005	0.9458	0.848
uexp_het	0.763	0.883	0.878	0.951	0.949	0.964	0.793	0.777	0.886	0.902	0.886	0.71	0.542	0.955	0.951	0.853
fis	0.00241837968561065	-0.0352084636823844	-0.0525762355415353	0.00702477156287973	-0.0160976663785652	-0.0322177040975915	-0.0268111808328579	-0.0055401662049861	-0.00907029478458043	0.0529775499972146	0.0468085106382978	0.0844592153746117	-0.000648568516631309	0.0947844850271039	-0.00444068513427776	0.007
hwe_glb	0.0263026302630263	0.483648364836484	0.0302030203020302	0.672267226722672	0.128712871287129	0.722472247224722	0.975297529752975	0.417441744174417	0.0983098309830983	0.0045004500450045	0.414641464146415	0.15001500150015	0.425515962549307	0.137813781378138	0.32003200320032	0.008
hwe_hom	NA	0.158215821582158	0.47024702470247	0.637263726372637	0.334533453345335	0.0741074107410741	0.490549054905491	0.217221722172217	0.328932893289329	NA	NA	NA	0.531529045637781	NA	0.23962396239624	0.758
hwe_het	0.0879087908790879	NA	NA	NA	NA	NA	NA	NA	NA	0.131213121312131	0.016001600160016	0.0953095309530953	NA	0.0071007100710071	NA	0.377

NL-WBR-1384
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	6.24068726128772	8.41346189891937	9.18757132901505	12.9508366625011	11.3846400700532	11.9329155954841	7.20282012168183	5.19858488032353	8.36751913456179	9.95133208790956	9.61860270632307	5.35120281041207	0	1.94979149291076	0	7.183
size	85	90	73	83	76	73	65	90	85	83	83	88	88	55	84	80.067
obs_het	0.752941176470588	0.888888888888889	0.958904109589041	0.939759036144578	0.907894736842105	0.904109589041096	0.861538461538462	0.733333333333333	0.882352941176471	0.879518072289157	0.903614457831325	0.738636363636364	0.670454545454545	0.981818181818182	0.964285714285714	0.865
exp_het	0.781107266435986	0.875493827160494	0.896509664102083	0.952533023660909	0.927718144044321	0.939857384124601	0.8	0.696358024691358	0.871764705882353	0.911380461605458	0.90274350413703	0.712680785123967	0.666257747933884	0.941157024793388	0.931476757369615	0.854
uexp_het	0.786	0.88	0.903	0.958	0.934	0.946	0.806	0.7	0.877	0.917	0.908	0.717	0.67	0.95	0.937	0.859
fis	0.0360591831310357	-0.0153000070506943	-0.0695970695970696	0.0134105455653764	0.0213679201269013	0.0380353399221325	-0.0769230769230769	-0.0530981295984396	-0.0121457489878543	0.0349605797563113	-0.000964785335262786	-0.0364196412393549	-0.00629905998643276	-0.0432033719704952	-0.0352225180677064	-0.014
hwe_glb	0.526252625262526	0.797679767976798	0.481748174817482	0.723872387238724	0.679067906790679	0.564556455645565	0.461646164616462	0.0804080408040804	0.555455545554555	0.703670367036704	0.0944094409440944	0.428342834283428	0.974697469746975	0.605360536053605	0.913191319131913	0.858
hwe_hom	NA	NA	0.0351035103510351	NA	NA	NA	0.135413541354135	0.183118311831183	NA	NA	NA	0.202820282028203	NA	0.17001700170017	0.107410741074107	0.711
hwe_het	0.157315731573157	0.242124212421242	NA	0.287428742874287	0.0284028402840284	0.0105010501050105	NA	NA	0.0347034703470347	0.214021402140214	0.0536053605360536	NA	0.17981798179818	NA	NA	0.044

NS-NSH00X1
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	5.73340388322582	8.98980095931743	8.05324444202201	11.7831169391651	12.8167767943907	11.2307860524595	8.4948540011812	4.70782073706446	7.66861909807908	11.1519579557427	9.0423506670852	4.44418777725455	0	1.95157421289355	0	7.071
size	70	70	70	70	59	63	70	70	70	70	68	70	69	58	69	67.733
obs_het	0.742857142857143	0.885714285714286	0.842857142857143	0.914285714285714	0.915254237288136	0.746031746031746	0.885714285714286	0.757142857142857	0.885714285714286	0.885714285714286	0.897058823529412	0.742857142857143	0.753623188405797	0.879310344827586	0.884057971014493	0.841
exp_het	0.76234693877551	0.885714285714286	0.847959183673469	0.936020408163265	0.947428899741454	0.926303854875283	0.882244897959184	0.681326530612245	0.861836734693878	0.925612244897959	0.900735294117647	0.711224489795918	0.74784709094728	0.943370986920333	0.942869145137576	0.86
uexp_het	0.768	0.892	0.854	0.943	0.956	0.934	0.889	0.686	0.868	0.932	0.907	0.716	0.753	0.952	0.95	0.867
fis	0.025565520010708	0	0.00601684717208173	0.0232203205058323	0.0339599757428745	0.194614443084455	-0.00393245431413369	-0.111277519844241	-0.0277054226852949	0.0431043986330063	0.00408163265306116	-0.0444763271162123	-0.0077236343210223	0.0679060973688357	0.0623746936957006	0.018
hwe_glb	0.514251425142514	0.433043304330433	0.22982298229823	0.0038003800380038	0.0173017301730173	0.0004000400040004	0.695569556955696	0.493849384938494	0.751675167516752	0.0163016301630163	0.312631263126313	0.494949494949495	0.0625062506250625	0.0676067606760676	0.0755075507550755	0
hwe_hom	NA	0.438343834383438	0.484548454845485	NA	NA	NA	0.389438943894389	0.145414541454145	0.254425442544254	NA	NA	0.257725772577258	NA	NA	NA	0.993
hwe_het	0.155315531553155	NA	NA	0.20972097209721	0.0325032503250325	0	NA	NA	NA	0.137313731373137	0.231023102310231	NA	0.0601060106010601	0.0005000500050005	0.0938093809380938	0

NS-STW01X1
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	5.32960354232725	6.83414858239265	6.42147493911865	11.3554801664253	10.4163481416302	10.4834609613962	3.95929535991065	3.77475170157125	7.40259270983078	7.67700733971401	7.59928769721471	4.58612544269051	0	1.87293339631554	0	5.848
size	82	82	82	82	81	81	82	82	82	82	82	82	82	73	82	81.267
obs_het	0.634146341463415	0.878048780487805	0.780487804878049	0.853658536585366	0.839506172839506	0.962962962962963	0.5	0.731707317073171	0.878048780487805	0.829268292682927	0.853658536585366	0.585365853658537	0.75609756097561	0.904109589041096	0.963414634146341	0.797
exp_het	0.704342653182629	0.82093991671624	0.810380725758477	0.931365258774539	0.901005944215821	0.911979881115684	0.493976799524093	0.683372992266508	0.849568709101725	0.843991671624033	0.849940511600238	0.673408685306365	0.66597263533611	0.866954400450366	0.914485425342058	0.795
uexp_het	0.709	0.826	0.815	0.937	0.907	0.918	0.497	0.688	0.855	0.849	0.855	0.678	0.67	0.873	0.92	0.8
fis	0.0996621621621623	-0.0695652173913044	0.0368875022939988	0.083433133732535	0.0682567876173561	-0.055903735271998	-0.0121932861658889	-0.0707290533188247	-0.033522975929978	0.0174449339207049	-0.00437445319335072	0.130742049469965	-0.135328271549799	-0.0428571428571427	-0.0535046348999837	-0.003
hwe_glb	0.0832083208320832	0.0182018201820182	0.219021902190219	0.0131013101310131	0.0073007300730073	0.044004400440044	0.234323432343234	0.376937693769377	0.254725472547255	0.0078007800780078	0.370637063706371	0.0073007300730073	0.286828682868287	0.562756275627563	0.126312631263126	0
hwe_hom	NA	0.187318731873187	NA	NA	NA	0.0452045204520452	0.225922592259226	0.228422842284228	0.182918291829183	0.426242624262426	NA	NA	0.0261026102610261	0.105810581058106	0.132813281328133	0.195
hwe_het	0.0125012501250125	NA	0.159215921592159	0.0013001300130013	0.0429042904290429	NA	NA	NA	NA	NA	0.273527352735274	0.0008000800080008	NA	NA	NA	0.016

NS-GAK02X1
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	6.12453365887324	7.8338116365752	6.24564015230138	9.50529201547814	10.2739522256798	10.1067256282706	7.50273707132375	3.58536060413538	6.44438641437492	6.71643537201664	6.64950331279699	2.6391859744908	0	1.88653712699514	0	5.701
size	66	66	66	66	65	66	66	66	66	66	66	66	66	66	64	65.8
obs_het	0.803030303030303	0.878787878787879	0.863636363636364	0.954545454545455	0.876923076923077	0.878787878787879	0.833333333333333	0.378787878787879	0.772727272727273	0.772727272727273	0.833333333333333	0.363636363636364	0.818181818181818	0.909090909090909	0.890625	0.789
exp_het	0.808080808080808	0.868572084481175	0.780762167125803	0.897727272727273	0.911952662721893	0.911501377410468	0.852157943067034	0.488292011019284	0.816574839302112	0.819559228650138	0.809573002754821	0.404155188246097	0.790174471992654	0.879820936639118	0.91162109375	0.797
uexp_het	0.814	0.875	0.787	0.905	0.919	0.918	0.859	0.492	0.823	0.826	0.816	0.407	0.796	0.887	0.919	0.803
fis	0.00625000000000009	-0.0117615964054447	-0.106145251396648	-0.0632911392405064	0.0384116273034	0.0358896864374764	0.0220905172413792	0.22425952045134	0.0536969356199045	0.0571428571428572	-0.0293492131008082	0.100255609201931	-0.0354445090063917	-0.0332681017612524	0.0230316014997322	0.019
hwe_glb	0.193419341934193	0.474547454745475	0.12981298129813	0.372437243724372	0.0412041204120412	0.164616461646165	0.0045004500450045	0.0133721857868351	0.409140914091409	0.110711071107111	0.256925692569257	0.0151549387415846	0.178017801780178	0.0706070607060706	0.0754075407540754	0
hwe_hom	NA	0.453745374537454	0.0212021202120212	0.0404040404040404	NA	NA	NA	NA	NA	NA	0.266126612661266	NA	0.387638763876388	NA	NA	0.91
hwe_het	0.0065006500650065	NA	NA	NA	0.0578057805780578	0.149214921492149	0.265326532653265	0.00110377299025985	0.335433543354335	0.0084008400840084	NA	0.00437152964536438	NA	0.237823782378238	0.156115611561156	0

NS-ROH00X1
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	3.18986566990119	4.43409735448703	4.86542734034073	8.06026038543183	8.89058629699801	7.26446957731226	3.94709927672026	2.64119133741422	3.2869181766195	5.83470982607999	5.03048116461173	2.23917748917749	0	1.78896103896104	0	4.098
size	28	28	28	28	26	28	28	28	28	28	28	28	28	28	28	27.867
obs_het	0.714285714285714	0.75	0.892857142857143	0.892857142857143	0.961538461538462	0.857142857142857	0.5	0.5	0.5	0.785714285714286	0.785714285714286	0.178571428571429	0.785714285714286	0.892857142857143	0.892857142857143	0.726
exp_het	0.561862244897959	0.691964285714286	0.733418367346939	0.843112244897959	0.864644970414201	0.82780612244898	0.513392857142857	0.426658163265306	0.614158163265306	0.713647959183674	0.736607142857143	0.166454081632653	0.668367346938775	0.774872448979592	0.806760204081633	0.663
uexp_het	0.572	0.705	0.747	0.858	0.882	0.843	0.523	0.434	0.625	0.727	0.75	0.169	0.681	0.789	0.821	0.675
fis	-0.271282633371169	-0.0838709677419356	-0.217391304347826	-0.059001512859304	-0.112061591103507	-0.0354391371340523	0.0260869565217392	-0.171898355754858	0.185877466251298	-0.100983020554066	-0.0666666666666667	-0.0727969348659003	-0.17557251908397	-0.152263374485597	-0.106719367588933	-0.094
hwe_glb	0.40263524522773	0.0515532592232005	0.363827957303022	0.112911291129113	0.43024302430243	0.205920592059206	0.0191224319543715	0.802537754342012	0.777573278287546	0.746574657465747	0.988470330546397	0.999999999999998	0.306683817029187	0.732773277327733	0.400640064006401	0.311
hwe_hom	0.0522957040097691	0.247019757794604	0.0280238143969099	0.200720072007201	0.10971097109711	0.437343734373437	0.595385854619609	0.280773822497367	NA	0.294729472947295	0.384820005759794	0.823327615780445	0.0685663134822276	0.0713071307130713	0.153715371537154	0.021
hwe_het	NA	NA	NA	NA	NA	NA	NA	NA	0.0793927833922104	NA	NA	NA	NA	NA	NA	1

NS-SAD00X1
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	4.94146867376996	5.97807653895802	7.30232964171614	9.77615552112417	10.1659232662667	10.4729569904837	6.58965436577031	2.11480279944594	8.17620296021362	9.64667843617121	9.95448176967417	5.08603278196635	0	1.91080711354309	0	6.141
size	44	44	44	44	44	44	44	44	44	44	44	44	44	43	44	43.933
obs_het	0.75	0.568181818181818	0.931818181818182	0.909090909090909	0.954545454545455	0.954545454545455	0.909090909090909	0.136363636363636	0.954545454545455	0.886363636363636	0.977272727272727	0.727272727272727	0.5	0.930232558139535	0.954545454545455	0.803
exp_het	0.699380165289256	0.689566115702479	0.84349173553719	0.898760330578512	0.909607438016529	0.912964876033058	0.784349173553719	0.130165289256198	0.87345041322314	0.898760330578512	0.90650826446281	0.758006198347107	0.618801652892562	0.900216333153056	0.926652892561983	0.783
uexp_het	0.707	0.697	0.853	0.909	0.92	0.923	0.793	0.132	0.883	0.909	0.917	0.767	0.626	0.911	0.937	0.792
fis	-0.0723781388478582	0.176029962546816	-0.104715248009798	-0.0114942528735631	-0.049403747870528	-0.0455445544554456	-0.159038524860059	-0.047619047619047	-0.0928444707273803	0.0137931034482758	-0.0780626780626781	0.0405451448040884	0.191986644407346	-0.0333433463502553	-0.0301003344481605	-0.02
hwe_glb	0.340534053405341	0.0025002500250025	0.16971697169717	0.11951195119512	0.136713671367137	0.0582058205820582	0.893489348934894	1.00000000000008	0.0591059105910591	0.053005300530053	0.0005000500050005	0.0181018101810181	0.000242492283560018	0.0013001300130013	0.334633463346335	0
hwe_hom	0.141114111411141	NA	0.0887088708870887	0.670967096709671	0.220622062206221	0.197019701970197	0.0082008200820082	0.833646961069497	0.0334033403340334	0.602160216021602	0.0961096109610961	NA	NA	NA	0.318631863186319	0.094
hwe_het	NA	0.108110811081108	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.362936293629363	0.00381141651015199	0.177917791779178	NA	0.886

NS-TSK99X1
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	5.92086058944722	6.38215933287686	7.51213268203092	10.5932287611615	11.3161378370428	10.3946865330571	6.97571633275283	3.72243381689672	7.95054613441785	9.35235019931721	9.04244210691187	4.45299483712141	0	1.92114845938375	0	6.369
size	60	60	60	60	59	60	60	57	60	60	59	60	60	60	60	59.667
obs_het	0.75	0.866666666666667	0.866666666666667	0.95	0.983050847457627	0.95	0.816666666666667	0.578947368421053	0.833333333333333	0.983333333333333	0.898305084745763	0.766666666666667	0.7	0.933333333333333	0.9	0.852
exp_het	0.780277777777778	0.802222222222222	0.861388888888889	0.913194444444444	0.93105429474289	0.915694444444444	0.833055555555556	0.548168667282241	0.850138888888889	0.88375	0.880350474001724	0.684722222222222	0.655694444444444	0.913472222222222	0.923472222222222	0.825
uexp_het	0.787	0.809	0.869	0.921	0.939	0.923	0.84	0.553	0.857	0.891	0.888	0.69	0.661	0.921	0.931	0.832
fis	0.038803844784621	-0.0803324099722993	-0.0061270557884554	-0.0403041825095056	-0.0558469608145635	-0.0374639769452449	0.019673224408136	-0.0561482313307133	0.0197680117627839	-0.112682696841113	-0.0203948441833905	-0.119675456389452	-0.0675704299936453	-0.0217424357609852	0.0254173559933825	-0.034
hwe_glb	0.184818481848185	0.595759575957596	0.0418041804180418	0.111911191119112	0.0171017101710171	0.0419041904190419	0.0227022702270227	0.256036233504347	0.346834683468347	0.563256325632563	0.0054005400540054	0.0458045804580458	0.0796079607960796	0.0486048604860486	0.0338033803380338	0
hwe_hom	NA	0.187518751875188	0.360936093609361	NA	0.196519651965197	0.333533353335334	0.511751175117512	0.129898305231242	NA	0.0035003500350035	0.53015301530153	0.160816081608161	NA	0.218421842184218	NA	0.224
hwe_het	0.0938093809380938	NA	NA	0.188018801880188	NA	NA	NA	NA	0.268926892689269	NA	NA	NA	0.226322632263226	NA	0.302030203020302	0.982

NS-MED01X1
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	5.66768476477927	6.55238650994545	8.82226567998515	11.2991424228908	12.7389775268133	12.007209245847	6.79053916145671	2.85511155654773	9.10133086846157	9.89490767586055	9.90387391379211	4.73385680504295	0	1.93756845564075	0	6.82
size	83	83	83	83	79	83	79	83	83	83	81	83	83	83	83	82.333
obs_het	0.734939759036145	0.734939759036145	0.939759036144578	0.903614457831325	0.974683544303797	0.939759036144578	0.784810126582278	0.289156626506024	0.927710843373494	0.843373493975904	0.888888888888889	0.72289156626506	0.72289156626506	0.951807228915663	0.939759036144578	0.82
exp_het	0.750254028160836	0.808099869356946	0.891058208738569	0.929089853389461	0.949927896170486	0.940194512991726	0.750921326710463	0.296487153433009	0.891493685585716	0.909130497895195	0.907102575826856	0.686384090579184	0.682900275802003	0.931920452895921	0.934242996080708	0.817
uexp_het	0.755	0.813	0.896	0.935	0.956	0.946	0.756	0.298	0.897	0.915	0.913	0.691	0.687	0.938	0.94	0.822
